fid,objectid,cod_rip,cod_reg,cod_prov,pro_com,pro_com_t
6135,3903,5,20,95,95065,"095065"
6136,12835,3,10,54,54052,"054052"
6137,12834,3,10,54,54052,"054052"
6138,3889,5,20,95,95038,"095038"
6139,3888,5,20,95,95038,"095038"
6140,10331,1,1,3,3026,"003026"
6141,10330,1,1,3,3026,"003026"
6142,12516,1,1,3,3082,"003082"
6143,12515,1,1,3,3082,"003082"
6144,8688,1,1,6,6111,"006111"
6145,8689,1,1,6,6111,"006111"
6146,2867,1,1,6,6037,"006037"
6147,2865,1,1,6,6037,"006037"
6148,1470,1,1,3,3030,"003030"
6149,1471,1,1,3,3030,"003030"
6150,12450,1,1,6,6037,"006037"
6151,12451,1,1,6,6037,"006037"
6152,800,4,17,76,76040,"076040"
6153,799,4,17,76,76040,"076040"
6154,2986,5,20,111,111012,"111012"
6155,2984,5,20,111,111012,"111012"
6156,10601,5,20,111,111066,"111066"
6157,10602,5,20,111,111066,"111066"
6158,14348,2,6,30,30074,"030074"
6159,14349,2,6,30,30074,"030074"
6160,12543,2,6,30,30074,"030074"
6161,12544,2,6,30,30074,"030074"
6162,13327,2,6,30,30074,"030074"
6163,13326,2,6,30,30074,"030074"
6164,10566,1,3,19,19036,"019036"
6165,10565,1,3,19,19036,"019036"
6166,4858,1,3,19,19036,"019036"
6167,4863,1,3,19,19036,"019036"
6168,3801,1,3,19,19036,"019036"
6169,3800,1,3,19,19036,"019036"
6170,8668,1,3,19,19036,"019036"
6171,8660,1,3,19,19036,"019036"
6172,10138,1,3,19,19036,"019036"
6173,10137,1,3,19,19036,"019036"
6174,1024,1,3,19,19036,"019036"
6175,1025,1,3,19,19036,"019036"
6176,2183,5,20,90,90047,"090047"
6177,2184,5,20,90,90047,"090047"
6178,3194,5,20,111,111072,"111072"
6179,3195,5,20,111,111072,"111072"
6180,11957,3,9,48,48015,"048015"
6181,11960,3,9,48,48015,"048015"
6182,5122,3,9,48,48015,"048015"
6183,5120,3,9,48,48015,"048015"
6184,2606,1,3,17,17065,"017065"
6185,2605,1,3,17,17065,"017065"
6186,1060,1,3,97,97008,"097008"
6187,1061,1,3,97,97008,"097008"
6188,2729,1,1,6,6039,"006039"
6189,2728,1,1,6,6039,"006039"
6190,133,1,1,6,6039,"006039"
6191,134,1,1,6,6039,"006039"
6192,12839,1,1,6,6039,"006039"
6193,12830,1,1,6,6039,"006039"
6194,2800,1,1,6,6039,"006039"
6195,2801,1,1,6,6039,"006039"
6196,4272,1,1,6,6039,"006039"
6197,4271,1,1,6,6039,"006039"
6198,9302,1,1,6,6039,"006039"
6199,9299,1,1,6,6039,"006039"
6200,10170,3,9,51,51037,"051037"
6201,10171,3,9,51,51037,"051037"
6202,12810,3,9,51,51037,"051037"
6203,12811,3,9,51,51037,"051037"
6204,3570,3,9,48,48050,"048050"
6205,3571,3,9,48,48050,"048050"
6206,3661,3,9,48,48015,"048015"
6207,3660,3,9,48,48015,"048015"
6208,7691,5,20,111,111072,"111072"
6209,7693,5,20,111,111072,"111072"
6210,2677,1,1,1,1148,"001148"
6211,2676,1,1,1,1148,"001148"
6212,10718,1,1,1,1148,"001148"
6213,10719,1,1,1,1148,"001148"
6214,2985,1,1,103,103055,"103055"
6215,2988,1,1,103,103055,"103055"
6216,12806,1,7,10,10025,"010025"
6217,12807,1,7,10,10025,"010025"
6218,6014,1,1,103,103033,"103033"
6219,6012,1,1,103,103033,"103033"
6220,15389,1,3,12,12133,"012133"
6221,15385,1,3,12,12133,"012133"
6222,5944,3,11,43,43030,"043030"
6223,5942,3,11,43,43030,"043030"
6224,13010,4,16,71,71029,"071029"
6225,13012,4,16,71,71029,"071029"
6226,7710,4,16,72,72032,"072032"
6227,7719,4,16,72,72032,"072032"
6228,14215,4,16,73,73008,"073008"
6229,14216,4,16,73,73008,"073008"
6230,11647,4,16,74,74007,"074007"
6231,11649,4,16,74,74007,"074007"
6232,7115,1,1,1,1148,"001148"
6233,7113,1,1,1,1148,"001148"
6234,10996,1,1,1,1272,"001272"
6235,10994,1,1,1,1272,"001272"
6236,2066,1,1,1,1130,"001130"
6237,2065,1,1,1,1130,"001130"
6238,171,1,1,2,2137,"002137"
6239,170,1,1,2,2137,"002137"
6240,4029,1,1,1,1273,"001273"
6241,4030,1,1,1,1273,"001273"
6242,2292,1,1,1,1273,"001273"
6243,2291,1,1,1,1273,"001273"
6244,1325,1,1,1,1118,"001118"
6245,1324,1,1,1,1118,"001118"
6246,3262,1,1,1,1082,"001082"
6247,3263,1,1,1,1082,"001082"
6248,1302,1,1,1,1130,"001130"
6249,1301,1,1,1,1130,"001130"
6250,14114,1,1,1,1113,"001113"
6251,14113,1,1,1,1113,"001113"
6252,9868,1,1,96,96040,"096040"
6253,9865,1,1,96,96040,"096040"
6254,9191,1,1,96,96040,"096040"
6255,9194,1,1,96,96040,"096040"
6256,9730,1,1,96,96040,"096040"
6257,9729,1,1,96,96040,"096040"
6258,13590,1,3,97,97008,"097008"
6259,13592,1,3,97,97008,"097008"
6260,13698,1,3,19,19036,"019036"
6261,13691,1,3,19,19036,"019036"
6262,3411,1,3,13,13041,"013041"
6263,3410,1,3,13,13041,"013041"
6264,14138,1,3,13,13041,"013041"
6265,14139,1,3,13,13041,"013041"
6266,1091,1,3,12,12123,"012123"
6267,1092,1,3,12,12123,"012123"
6268,212,1,3,17,17065,"017065"
6269,213,1,3,17,17065,"017065"
6270,359,1,1,1,1272,"001272"
6271,358,1,1,1,1272,"001272"
6272,1710,1,1,2,2158,"002158"
6273,1709,1,1,2,2158,"002158"
6274,1250,1,1,3,3041,"003041"
6275,1251,1,1,3,3041,"003041"
6276,2973,1,1,2,2147,"002147"
6277,2975,1,1,2,2147,"002147"
6278,638,5,20,95,95046,"095046"
6279,637,5,20,95,95046,"095046"
6280,10884,3,11,41,41066,"041066"
6281,10887,3,11,41,41066,"041066"
6282,2381,1,1,2,2067,"002067"
6283,2380,1,1,2,2067,"002067"
6284,40,1,1,1,1294,"001294"
6285,39,1,1,1,1294,"001294"
6286,3055,3,9,45,45010,"045010"
6287,3057,3,9,45,45010,"045010"
6288,3568,3,9,47,47012,"047012"
6289,3569,3,9,47,47012,"047012"
6290,9330,3,9,45,45010,"045010"
6291,9325,3,9,45,45010,"045010"
6292,2179,1,1,1,1284,"001284"
6293,2178,1,1,1,1284,"001284"
6294,8932,1,1,1,1284,"001284"
6295,8934,1,1,1,1284,"001284"
6296,12752,1,1,1,1099,"001099"
6297,12753,1,1,1,1099,"001099"
6298,12533,1,1,3,3041,"003041"
6299,12534,1,1,3,3041,"003041"
6300,407,1,1,1,1272,"001272"
6301,406,1,1,1,1272,"001272"
6302,2814,1,1,2,2148,"002148"
6303,2816,1,1,2,2148,"002148"
6304,1481,1,1,2,2148,"002148"
6305,1480,1,1,2,2148,"002148"
6306,708,1,1,1,1191,"001191"
6307,709,1,1,1,1191,"001191"
6308,13636,1,1,1,1153,"001153"
6309,13638,1,1,1,1153,"001153"
6310,2098,1,1,2,2148,"002148"
6311,2097,1,1,2,2148,"002148"
6312,430,1,1,2,2148,"002148"
6313,429,1,1,2,2148,"002148"
6314,3110,3,9,45,45010,"045010"
6315,3107,3,9,45,45010,"045010"
6316,13987,1,7,9,9024,"009024"
6317,13988,1,7,9,9024,"009024"
6318,11598,1,1,3,3006,"003006"
6319,11601,1,1,3,3006,"003006"
6320,13501,1,1,3,3006,"003006"
6321,13500,1,1,3,3006,"003006"
6322,13275,1,1,3,3006,"003006"
6323,13272,1,1,3,3006,"003006"
6324,1945,1,1,6,6171,"006171"
6325,1946,1,1,6,6171,"006171"
6326,2102,1,1,3,3006,"003006"
6327,2101,1,1,3,3006,"003006"
6328,877,4,16,71,71059,"071059"
6329,878,4,16,71,71059,"071059"
6330,13810,1,1,5,5068,"005068"
6331,13809,1,1,5,5068,"005068"
6332,13185,4,16,71,71033,"071033"
6333,13172,4,16,71,71033,"071033"
6334,15034,4,15,61,61092,"061092"
6335,15032,4,15,61,61092,"061092"
6336,3088,3,11,41,41067,"041067"
6337,3091,3,11,41,41067,"041067"
6338,3274,5,20,111,111094,"111094"
6339,3265,5,20,111,111094,"111094"
6340,3691,2,5,28,28063,"028063"
6341,3692,2,5,28,28063,"028063"
6342,13608,5,20,95,95065,"095065"
6343,13613,5,20,95,95065,"095065"
6344,13164,5,20,111,111034,"111034"
6345,13161,5,20,111,111034,"111034"
6346,13586,5,20,111,111034,"111034"
6347,13588,5,20,111,111034,"111034"
6348,12452,1,3,12,12133,"012133"
6349,12453,1,3,12,12133,"012133"
6350,2392,1,3,12,12133,"012133"
6351,2393,1,3,12,12133,"012133"
6352,12556,1,3,12,12133,"012133"
6353,12557,1,3,12,12133,"012133"
6354,12560,1,3,12,12133,"012133"
6355,12561,1,3,12,12133,"012133"
6356,782,3,9,50,50003,"050003"
6357,781,3,9,50,50003,"050003"
6358,2308,3,9,48,48005,"048005"
6359,2307,3,9,48,48005,"048005"
6360,12747,3,9,48,48005,"048005"
6361,12746,3,9,48,48005,"048005"
6362,1467,3,9,53,53022,"053022"
6363,1466,3,9,53,53022,"053022"
6364,67,3,9,53,53009,"053009"
6365,66,3,9,53,53009,"053009"
6366,6511,5,20,95,95065,"095065"
6367,6517,5,20,95,95065,"095065"
6368,9824,5,20,95,95065,"095065"
6369,9825,5,20,95,95065,"095065"
6370,13858,5,20,95,95065,"095065"
6371,13857,5,20,95,95065,"095065"
6372,3572,3,9,48,48005,"048005"
6373,3573,3,9,48,48005,"048005"
6374,2003,5,19,82,82013,"082013"
6375,2004,5,19,82,82013,"082013"
6376,13449,3,9,48,48005,"048005"
6377,13447,3,9,48,48005,"048005"
6378,6252,3,10,54,54050,"054050"
6379,6251,3,10,54,54050,"054050"
6380,14614,3,11,42,42010,"042010"
6381,14605,3,11,42,42010,"042010"
6382,12240,3,11,43,43030,"043030"
6383,12239,3,11,43,43030,"043030"
6384,1469,4,13,66,66075,"066075"
6385,1468,4,13,66,66075,"066075"
6386,3279,4,16,73,73008,"073008"
6387,3281,4,16,73,73008,"073008"
6388,13763,4,16,73,73027,"073027"
6389,13764,4,16,73,73027,"073027"
6390,8,4,16,73,73027,"073027"
6391,7,4,16,73,73027,"073027"
6392,2121,2,8,37,37020,"037020"
6393,2122,2,8,37,37020,"037020"
6394,3659,1,1,1,1059,"001059"
6395,3658,1,1,1,1059,"001059"
6396,3406,4,16,73,73027,"073027"
6397,3408,4,16,73,73027,"073027"
6398,3403,4,16,75,75037,"075037"
6399,3401,4,16,75,75037,"075037"
6400,2741,5,20,95,95042,"095042"
6401,2740,5,20,95,95042,"095042"
6402,12662,5,19,89,89002,"089002"
6403,12663,5,19,89,89002,"089002"
6404,14266,5,19,83,83048,"083048"
6405,14265,5,19,83,83048,"083048"
6406,13993,4,16,73,73027,"073027"
6407,13994,4,16,73,73027,"073027"
6408,14034,4,16,73,73027,"073027"
6409,14032,4,16,73,73027,"073027"
6410,11704,4,16,73,73027,"073027"
6411,11700,4,16,73,73027,"073027"
6412,13377,4,16,73,73027,"073027"
6413,13379,4,16,73,73027,"073027"
6414,2650,4,16,73,73027,"073027"
6415,2651,4,16,73,73027,"073027"
6416,10894,1,7,10,10025,"010025"
6417,10897,1,7,10,10025,"010025"
6418,692,5,20,111,111105,"111105"
6419,691,5,20,111,111105,"111105"
6420,5954,1,7,11,11015,"011015"
6421,5958,1,7,11,11015,"011015"
6422,5233,1,1,5,5094,"005094"
6423,5230,1,1,5,5094,"005094"
6424,8964,2,8,37,37059,"037059"
6425,8962,2,8,37,37059,"037059"
6426,13345,2,8,36,36040,"036040"
6427,13347,2,8,36,36040,"036040"
6428,4082,2,8,37,37054,"037054"
6429,4081,2,8,37,37054,"037054"
6430,13487,3,9,50,50031,"050031"
6431,13482,3,9,50,50031,"050031"
6432,2632,1,3,15,15155,"015155"
6433,2633,1,3,15,15155,"015155"
6434,4058,3,9,48,48032,"048032"
6435,4057,3,9,48,48032,"048032"
6436,744,2,8,36,36040,"036040"
6437,743,2,8,36,36040,"036040"
6438,7893,2,8,36,36040,"036040"
6439,7884,2,8,36,36040,"036040"
6440,828,3,9,48,48017,"048017"
6441,827,3,9,48,48017,"048017"
6442,1223,3,9,50,50027,"050027"
6443,1224,3,9,50,50027,"050027"
6444,3675,1,1,96,96056,"096056"
6445,3674,1,1,96,96056,"096056"
6446,4444,1,1,96,96056,"096056"
6447,4446,1,1,96,96056,"096056"
6448,2351,1,3,19,19036,"019036"
6449,2352,1,3,19,19036,"019036"
6450,9355,4,13,66,66093,"066093"
6451,9357,4,13,66,66093,"066093"
6452,1143,1,7,11,11015,"011015"
6453,1144,1,7,11,11015,"011015"
6454,2530,2,5,26,26036,"026036"
6455,2531,2,5,26,26036,"026036"
6456,12929,3,12,58,58007,"058007"
6457,12932,3,12,58,58007,"058007"
6458,14219,1,3,12,12083,"012083"
6459,14220,1,3,12,12083,"012083"
6460,1148,3,9,48,48032,"048032"
6461,1147,3,9,48,48032,"048032"
6462,6896,3,9,48,48032,"048032"
6463,6894,3,9,48,48032,"048032"
6464,12740,2,5,26,26036,"026036"
6465,12741,2,5,26,26036,"026036"
6466,11316,4,16,73,73027,"073027"
6467,11312,4,16,73,73027,"073027"
6468,9460,1,3,19,19036,"019036"
6469,9462,1,3,19,19036,"019036"
6470,4607,3,12,58,58091,"058091"
6471,4611,3,12,58,58091,"058091"
6472,1089,3,12,58,58091,"058091"
6473,1090,3,12,58,58091,"058091"
6474,12274,2,5,26,26036,"026036"
6475,12273,2,5,26,26036,"026036"
6476,12995,2,5,26,26036,"026036"
6477,12993,2,5,26,26036,"026036"
6478,9805,4,18,78,78143,"078143"
6479,9804,4,18,78,78143,"078143"
6480,1054,4,16,75,75035,"075035"
6481,1055,4,16,75,75035,"075035"
6482,1818,1,1,3,3016,"003016"
6483,1819,1,1,3,3016,"003016"
6484,5435,5,20,111,111009,"111009"
6485,5429,5,20,111,111009,"111009"
6486,5382,5,20,111,111009,"111009"
6487,5384,5,20,111,111009,"111009"
6488,5500,2,8,35,35033,"035033"
6489,5498,2,8,35,35033,"035033"
6490,7164,3,9,48,48043,"048043"
6491,7168,3,9,48,48043,"048043"
6492,13305,5,20,111,111009,"111009"
6493,13303,5,20,111,111009,"111009"
6494,7529,5,20,111,111072,"111072"
6495,7521,5,20,111,111072,"111072"
6496,9300,3,12,58,58091,"058091"
6497,9297,3,12,58,58091,"058091"
6498,10971,1,3,97,97058,"097058"
6499,10974,1,3,97,97058,"097058"
6500,13071,2,8,36,36028,"036028"
6501,13069,2,8,36,36028,"036028"
6502,14399,2,5,27,27044,"027044"
6503,14400,2,5,27,27044,"027044"
6504,12056,4,16,73,73027,"073027"
6505,12055,4,16,73,73027,"073027"
6506,5418,5,19,81,81020,"081020"
6507,5421,5,19,81,81020,"081020"
6508,3784,2,8,36,36040,"036040"
6509,3785,2,8,36,36040,"036040"
6510,11402,2,8,36,36028,"036028"
6511,11405,2,8,36,36028,"036028"
6512,7882,5,20,111,111105,"111105"
6513,7885,5,20,111,111105,"111105"
6514,4391,2,8,37,37006,"037006"
6515,4390,2,8,37,37006,"037006"
6516,8285,2,5,25,25016,"025016"
6517,8284,2,5,25,25016,"025016"
6518,3298,1,3,15,15019,"015019"
6519,3299,1,3,15,15019,"015019"
6520,13448,2,5,25,25016,"025016"
6521,13450,2,5,25,25016,"025016"
6522,1416,3,9,48,48032,"048032"
6523,1415,3,9,48,48032,"048032"
6524,4576,3,12,58,58091,"058091"
6525,4578,3,12,58,58091,"058091"
6526,4353,1,3,15,15081,"015081"
6527,4354,1,3,15,15081,"015081"
6528,4855,5,19,81,81022,"081022"
6529,4857,5,19,81,81022,"081022"
6530,10844,1,3,97,97012,"097012"
6531,10841,1,3,97,97012,"097012"
6532,10289,1,3,13,13075,"013075"
6533,10288,1,3,13,13075,"013075"
6534,13717,5,20,95,95006,"095006"
6535,13716,5,20,95,95006,"095006"
6536,10518,1,3,13,13012,"013012"
6537,10519,1,3,13,13012,"013012"
6538,11579,4,18,80,80063,"080063"
6539,11582,4,18,80,80063,"080063"
6540,11302,3,9,47,47008,"047008"
6541,11304,3,9,47,47008,"047008"
6542,162,3,9,48,48017,"048017"
6543,163,3,9,48,48017,"048017"
6544,10013,3,12,58,58091,"058091"
6545,10012,3,12,58,58091,"058091"
6546,12522,1,3,15,15098,"015098"
6547,12523,1,3,15,15098,"015098"
6548,11887,2,8,37,37055,"037055"
6549,11889,2,8,37,37055,"037055"
6550,10429,1,3,16,16111,"016111"
6551,10422,1,3,16,16111,"016111"
6552,10265,3,12,58,58091,"058091"
6553,10264,3,12,58,58091,"058091"
6554,11962,1,1,5,5015,"005015"
6555,11959,1,1,5,5015,"005015"
6556,11542,1,3,97,97057,"097057"
6557,11545,1,3,97,97057,"097057"
6558,13869,1,3,16,16240,"016240"
6559,13868,1,3,16,16240,"016240"
6560,1942,3,9,51,51013,"051013"
6561,1941,3,9,51,51013,"051013"
6562,1528,3,10,54,54013,"054013"
6563,1529,3,10,54,54013,"054013"
6564,861,3,9,48,48017,"048017"
6565,862,3,9,48,48017,"048017"
6566,696,3,9,48,48017,"048017"
6567,695,3,9,48,48017,"048017"
6568,12167,4,16,75,75035,"075035"
6569,12168,4,16,75,75035,"075035"
6570,825,3,12,58,58091,"058091"
6571,826,3,12,58,58091,"058091"
6572,13700,1,3,17,17052,"017052"
6573,13703,1,3,17,17052,"017052"
6574,12655,2,8,40,40012,"040012"
6575,12654,2,8,40,40012,"040012"
6576,9966,4,16,72,72006,"072006"
6577,9965,4,16,72,72006,"072006"
6578,13932,4,16,71,71031,"071031"
6579,13933,4,16,71,71031,"071031"
6580,13205,4,16,74,74001,"074001"
6581,13207,4,16,74,74001,"074001"
6582,7227,3,9,47,47011,"047011"
6583,7232,3,9,47,47011,"047011"
6584,15769,3,9,48,48017,"048017"
6585,15773,3,9,48,48017,"048017"
6586,8069,3,9,48,48017,"048017"
6587,8068,3,9,48,48017,"048017"
6588,10846,3,9,48,48017,"048017"
6589,10843,3,9,48,48017,"048017"
6590,1905,3,9,48,48001,"048001"
6591,1906,3,9,48,48001,"048001"
6592,7657,4,17,76,76007,"076007"
6593,7653,4,17,76,76007,"076007"
6594,1628,3,9,52,52022,"052022"
6595,1627,3,9,52,52022,"052022"
6596,11334,3,9,48,48017,"048017"
6597,11331,3,9,48,48017,"048017"
6598,2429,2,5,23,23018,"023018"
6599,2430,2,5,23,23018,"023018"
6600,9961,1,1,1,1272,"001272"
6601,9962,1,1,1,1272,"001272"
6602,10118,4,16,72,72006,"072006"
6603,10117,4,16,72,72006,"072006"
6604,12548,3,9,48,48017,"048017"
6605,12547,3,9,48,48017,"048017"
6606,10072,3,9,48,48017,"048017"
6607,10073,3,9,48,48017,"048017"
6608,12267,3,9,48,48017,"048017"
6609,12268,3,9,48,48017,"048017"
6610,6588,4,16,72,72006,"072006"
6611,6583,4,16,72,72006,"072006"
6612,10307,3,9,48,48017,"048017"
6613,10308,3,9,48,48017,"048017"
6614,8573,3,9,48,48017,"048017"
6615,8576,3,9,48,48017,"048017"
6616,9402,3,9,48,48017,"048017"
6617,9405,3,9,48,48017,"048017"
6618,6291,3,12,58,58091,"058091"
6619,6292,3,12,58,58091,"058091"
6620,14692,2,5,23,23018,"023018"
6621,14696,2,5,23,23018,"023018"
6622,12330,2,5,23,23089,"023089"
6623,12329,2,5,23,23089,"023089"
6624,4108,2,5,27,27042,"027042"
6625,4107,2,5,27,27042,"027042"
6626,14041,2,5,28,28032,"028032"
6627,14042,2,5,28,28032,"028032"
6628,24,2,5,27,27042,"027042"
6629,23,2,5,27,27042,"027042"
6630,11557,2,8,36,36040,"036040"
6631,11552,2,8,36,36040,"036040"
6632,13475,1,3,98,98049,"098049"
6633,13477,1,3,98,98049,"098049"
6634,2302,1,3,16,16077,"016077"
6635,2301,1,3,16,16077,"016077"
6636,7445,4,16,75,75022,"075022"
6637,7444,4,16,75,75022,"075022"
6638,11835,3,12,58,58091,"058091"
6639,11834,3,12,58,58091,"058091"
6640,10079,1,3,15,15081,"015081"
6641,10078,1,3,15,15081,"015081"
6642,13735,4,15,63,63016,"063016"
6643,13734,4,15,63,63016,"063016"
6644,5719,2,5,24,24095,"024095"
6645,5721,2,5,24,24095,"024095"
6646,7410,3,9,52,52020,"052020"
6647,7411,3,9,52,52020,"052020"
6648,13412,2,5,27,27035,"027035"
6649,13413,2,5,27,27035,"027035"
6650,6444,4,16,75,75022,"075022"
6651,6441,4,16,75,75022,"075022"
6652,4187,4,18,78,78138,"078138"
6653,4186,4,18,78,78138,"078138"
6654,13092,2,5,27,27044,"027044"
6655,13095,2,5,27,27044,"027044"
6656,5461,1,3,98,98049,"098049"
6657,5453,1,3,98,98049,"098049"
6658,5439,2,8,37,37037,"037037"
6659,5444,2,8,37,37037,"037037"
6660,8723,2,8,37,37037,"037037"
6661,8719,2,8,37,37037,"037037"
6662,9144,1,3,12,12034,"012034"
6663,9141,1,3,12,12034,"012034"
6664,4010,1,3,108,108054,"108054"
6665,4011,1,3,108,108054,"108054"
6666,863,1,3,98,98049,"098049"
6667,864,1,3,98,98049,"098049"
6668,9225,1,2,7,7041,"007041"
6669,9228,1,2,7,7041,"007041"
6670,12671,1,3,13,13010,"013010"
6671,12670,1,3,13,13010,"013010"
6672,8899,1,3,16,16018,"016018"
6673,8898,1,3,16,16018,"016018"
6674,9117,1,2,7,7002,"007002"
6675,9120,1,2,7,7002,"007002"
6676,9133,2,4,21,21026,"021026"
6677,9137,2,4,21,21026,"021026"
6678,10625,2,8,33,33010,"033010"
6679,10624,2,8,33,33010,"033010"
6680,260,2,4,22,22093,"022093"
6681,261,2,4,22,22093,"022093"
6682,8653,2,5,27,27019,"027019"
6683,8655,2,5,27,27019,"027019"
6684,8027,1,1,1,1063,"001063"
6685,8026,1,1,1,1063,"001063"
6686,10587,2,5,27,27019,"027019"
6687,10586,2,5,27,27019,"027019"
6688,12389,2,8,33,33037,"033037"
6689,12390,2,8,33,33037,"033037"
6690,9726,2,8,35,35014,"035014"
6691,9727,2,8,35,35014,"035014"
6692,13176,1,1,6,6057,"006057"
6693,13177,1,1,6,6057,"006057"
6694,3802,2,8,36,36023,"036023"
6695,3822,2,8,36,36023,"036023"
6696,12009,1,2,7,7046,"007046"
6697,12008,1,2,7,7046,"007046"
6698,6268,2,8,35,35014,"035014"
6699,6269,2,8,35,35014,"035014"
6700,6197,1,3,97,97017,"097017"
6701,6196,1,3,97,97017,"097017"
6702,10021,1,3,16,16003,"016003"
6703,10022,1,3,16,16003,"016003"
6704,2820,1,3,15,15036,"015036"
6705,2819,1,3,15,15036,"015036"
6706,8944,1,2,7,7021,"007021"
6707,8954,1,2,7,7021,"007021"
6708,8062,1,1,1,1156,"001156"
6709,8061,1,1,1,1156,"001156"
6710,9678,1,3,12,12035,"012035"
6711,9681,1,3,12,12035,"012035"
6712,8251,1,2,7,7041,"007041"
6713,8250,1,2,7,7041,"007041"
6714,12299,2,5,27,27019,"027019"
6715,12298,2,5,27,27019,"027019"
6716,11963,1,3,18,18137,"018137"
6717,11961,1,3,18,18137,"018137"
6718,11276,3,9,52,52032,"052032"
6719,11279,3,9,52,52032,"052032"
6720,2655,2,8,33,33010,"033010"
6721,2656,2,8,33,33010,"033010"
6722,6143,2,8,33,33010,"033010"
6723,6144,2,8,33,33010,"033010"
6724,2548,1,3,16,16003,"016003"
6725,2547,1,3,16,16003,"016003"
6726,10487,5,20,111,111044,"111044"
6727,10488,5,20,111,111044,"111044"
6728,8084,2,8,37,37019,"037019"
6729,8085,2,8,37,37019,"037019"
6730,552,1,1,1,1156,"001156"
6731,553,1,1,1,1156,"001156"
6732,5815,1,3,15,15036,"015036"
6733,5812,1,3,15,15036,"015036"
6734,1957,2,8,37,37020,"037020"
6735,1956,2,8,37,37020,"037020"
6736,974,2,8,37,37061,"037061"
6737,973,2,8,37,37061,"037061"
6738,9977,1,3,15,15249,"015249"
6739,9978,1,3,15,15249,"015249"
6740,8594,3,9,46,46017,"046017"
6741,8596,3,9,46,46017,"046017"
6742,10903,1,3,15,15051,"015051"
6743,10900,1,3,15,15051,"015051"
6744,9493,2,5,25,25040,"025040"
6745,9489,2,5,25,25040,"025040"
6746,11705,1,3,15,15036,"015036"
6747,11703,1,3,15,15036,"015036"
6748,4705,1,3,15,15036,"015036"
6749,4706,1,3,15,15036,"015036"
6750,3158,1,3,15,15098,"015098"
6751,3159,1,3,15,15098,"015098"
6752,5921,3,9,46,46004,"046004"
6753,5920,3,9,46,46004,"046004"
6754,2264,1,1,4,4150,"004150"
6755,2265,1,1,4,4150,"004150"
6756,7722,1,3,17,17009,"017009"
6757,7718,1,3,17,17009,"017009"
6758,1771,3,9,50,50009,"050009"
6759,1770,3,9,50,50009,"050009"
6760,9338,2,5,25,25040,"025040"
6761,9334,2,5,25,25040,"025040"
6762,1840,2,5,26,26029,"026029"
6763,1839,2,5,26,26029,"026029"
6764,7122,1,3,12,12098,"012098"
6765,7119,1,3,12,12098,"012098"
6766,5187,1,1,3,3001,"003001"
6767,5189,1,1,3,3001,"003001"
6768,1256,1,1,3,3001,"003001"
6769,1257,1,1,3,3001,"003001"
6770,10460,2,6,93,93025,"093025"
6771,10461,2,6,93,93025,"093025"
6772,11984,2,6,93,93025,"093025"
6773,10004,2,6,93,93025,"093025"
6774,309,1,3,98,98019,"098019"
6775,310,1,3,98,98019,"098019"
6776,4302,2,8,36,36015,"036015"
6777,4301,2,8,36,36015,"036015"
6778,2742,3,9,46,46001,"046001"
6779,2743,3,9,46,46001,"046001"
6780,8901,2,5,24,24087,"024087"
6781,8904,2,5,24,24087,"024087"
6782,5739,1,1,1,1272,"001272"
6783,5736,1,1,1,1272,"001272"
6784,8666,2,5,27,27037,"027037"
6785,8670,2,5,27,27037,"027037"
6786,13295,2,5,28,28048,"028048"
6787,13297,2,5,28,28048,"028048"
6788,5781,2,5,28,28103,"028103"
6789,5784,2,5,28,28103,"028103"
6790,8788,2,8,35,35038,"035038"
6791,8795,2,8,35,35038,"035038"
6792,8588,1,3,13,13012,"013012"
6793,8591,1,3,13,13012,"013012"
6794,7674,1,1,4,4074,"004074"
6795,7672,1,1,4,4074,"004074"
6796,4507,4,16,73,73004,"073004"
6797,4506,4,16,73,73004,"073004"
6798,8167,1,1,2,2118,"002118"
6799,8168,1,1,2,2118,"002118"
6800,6338,3,9,48,48033,"048033"
6801,6337,3,9,48,48033,"048033"
6802,11503,3,9,48,48021,"048021"
6803,11506,3,9,48,48021,"048021"
6804,9304,1,3,14,14048,"014048"
6805,9301,1,3,14,14048,"014048"
6806,1661,1,2,7,7024,"007024"
6807,1662,1,2,7,7024,"007024"
6808,1685,1,1,3,3112,"003112"
6809,1686,1,1,3,3112,"003112"
6810,1772,1,1,4,4110,"004110"
6811,1773,1,1,4,4110,"004110"
6812,1699,1,1,1,1201,"001201"
6813,1700,1,1,1,1201,"001201"
6814,1677,1,1,96,96077,"096077"
6815,1678,1,1,96,96077,"096077"
6816,1689,1,1,1,1272,"001272"
6817,1690,1,1,1,1272,"001272"
6818,1723,1,1,1,1087,"001087"
6819,1724,1,1,1,1087,"001087"
6820,11631,2,8,35,35038,"035038"
6821,11628,2,8,35,35038,"035038"
6822,11458,1,1,1,1263,"001263"
6823,11456,1,1,1,1263,"001263"
6824,14119,1,1,96,96077,"096077"
6825,14120,1,1,96,96077,"096077"
6826,4319,2,8,37,37020,"037020"
6827,4318,2,8,37,37020,"037020"
6828,7357,2,8,40,40007,"040007"
6829,7366,2,8,40,40007,"040007"
6830,4088,1,1,4,4004,"004004"
6831,4089,1,1,4,4004,"004004"
6832,5589,1,1,1,1063,"001063"
6833,5582,1,1,1,1063,"001063"
6834,11413,1,1,1,1063,"001063"
