fid,objectid,cod_rip,cod_reg,cod_prov,pro_com,pro_com_t
26837,30990,2,4,21,21008,"021008"
26838,30986,2,4,21,21008,"021008"
26839,30997,2,4,21,21008,"021008"
26840,30993,2,4,21,21008,"021008"
26841,31118,2,4,21,21093,"021093"
26842,31121,2,4,21,21093,"021093"
26843,30281,2,4,21,21066,"021066"
26844,30282,2,4,21,21066,"021066"
26845,30848,2,4,21,21029,"021029"
26846,30851,2,4,21,21029,"021029"
26847,31270,2,4,21,21115,"021115"
26848,31274,2,4,21,21115,"021115"
26849,30347,2,4,21,21018,"021018"
26850,30348,2,4,21,21018,"021018"
26851,31004,2,4,21,21008,"021008"
26852,31008,2,4,21,21008,"021008"
26853,30722,2,4,21,21018,"021018"
26854,30718,2,4,21,21018,"021018"
26855,30307,2,4,21,21101,"021101"
26856,30306,2,4,21,21101,"021101"
26857,30218,2,4,21,21022,"021022"
26858,30219,2,4,21,21022,"021022"
26859,30168,2,4,21,21011,"021011"
26860,30167,2,4,21,21011,"021011"
26861,30269,2,4,22,22047,"022047"
26862,30268,2,4,22,22047,"022047"
26863,31106,2,4,21,21108,"021108"
26864,31102,2,4,21,21108,"021108"
26865,31780,2,4,21,21086,"021086"
26866,31775,2,4,21,21086,"021086"
26867,30518,2,4,21,21097,"021097"
26868,30516,2,4,21,21097,"021097"
26869,30041,2,4,21,21008,"021008"
26870,30040,2,4,21,21008,"021008"
26871,31839,2,4,21,21031,"021031"
26872,31842,2,4,21,21031,"021031"
26873,31088,2,4,21,21059,"021059"
26874,31091,2,4,21,21059,"021059"
26875,30051,2,4,21,21038,"021038"
26876,30050,2,4,21,21038,"021038"
26877,30968,2,4,21,21015,"021015"
26878,30974,2,4,21,21015,"021015"
26879,30290,2,4,21,21105,"021105"
26880,30289,2,4,21,21105,"021105"
26881,30590,2,4,21,21102,"021102"
26882,30586,2,4,21,21102,"021102"
26883,30340,2,4,21,21015,"021015"
26884,30341,2,4,21,21015,"021015"
26885,30342,2,4,21,21015,"021015"
26886,30444,2,4,21,21070,"021070"
26887,30455,2,4,21,21070,"021070"
26888,30447,2,4,21,21070,"021070"
26889,30705,2,4,21,21017,"021017"
26890,30701,2,4,21,21017,"021017"
26891,30697,2,4,21,21017,"021017"
26892,30166,2,4,21,21011,"021011"
26893,30164,2,4,21,21011,"021011"
26894,30165,2,4,21,21011,"021011"
26895,30244,2,4,21,21085,"021085"
26896,30311,2,4,22,22205,"022205"
26897,30310,2,4,22,22205,"022205"
26898,30147,2,4,22,22003,"022003"
26899,30146,2,4,22,22003,"022003"
26900,30116,2,4,21,21092,"021092"
26901,30115,2,4,21,21092,"021092"
26902,31911,2,4,21,21060,"021060"
26903,31907,2,4,21,21060,"021060"
26904,30476,2,4,22,22253,"022253"
26905,30471,2,4,22,22253,"022253"
26906,31065,2,4,22,22161,"022161"
26907,31061,2,4,22,22161,"022161"
26908,30844,2,4,22,22247,"022247"
26909,30853,2,4,22,22247,"022247"
26910,31876,2,4,21,21077,"021077"
26911,31873,2,4,21,21077,"021077"
26912,31600,2,4,21,21052,"021052"
26913,31597,2,4,21,21052,"021052"
26914,30118,2,4,21,21092,"021092"
26915,30117,2,4,21,21092,"021092"
26916,30137,2,4,22,22226,"022226"
26917,30138,2,4,22,22226,"022226"
26918,31218,2,4,21,21051,"021051"
26919,31222,2,4,21,21051,"021051"
26920,31207,2,4,21,21110,"021110"
26921,31214,2,4,21,21110,"021110"
26922,30011,2,4,22,22123,"022123"
26923,30010,2,4,22,22123,"022123"
26924,30119,2,4,21,21092,"021092"
26925,30120,2,4,21,21092,"021092"
26926,30175,2,4,21,21008,"021008"
26927,30176,2,4,21,21008,"021008"
26928,31885,2,4,21,21077,"021077"
26929,31889,2,4,21,21077,"021077"
26930,31126,2,4,21,21093,"021093"
26931,31130,2,4,21,21093,"021093"
26932,31125,2,4,21,21093,"021093"
26933,30878,2,4,21,21048,"021048"
26934,30868,2,4,21,21048,"021048"
26935,30873,2,4,21,21048,"021048"
26936,30934,2,4,21,21056,"021056"
26937,30941,2,4,21,21056,"021056"
26938,30937,2,4,21,21056,"021056"
26939,31351,2,4,22,22245,"022245"
26940,31354,2,4,22,22245,"022245"
26941,31348,2,4,22,22245,"022245"
26942,30401,2,4,21,21056,"021056"
26943,30400,2,4,21,21056,"021056"
26944,30399,2,4,21,21056,"021056"
26945,30496,2,4,21,21076,"021076"
26946,30486,2,4,21,21076,"021076"
26947,30480,2,4,21,21076,"021076"
26948,31196,2,4,21,21106,"021106"
26949,31200,2,4,21,21106,"021106"
26950,30113,2,4,21,21087,"021087"
26951,30114,2,4,21,21087,"021087"
26952,30525,2,4,21,21007,"021007"
26953,30523,2,4,21,21007,"021007"
26954,31710,2,4,21,21008,"021008"
26955,31705,2,4,21,21008,"021008"
26956,30285,2,4,22,22247,"022247"
26957,30286,2,4,22,22247,"022247"
26958,31189,2,4,21,21077,"021077"
26959,31191,2,4,21,21077,"021077"
26960,30713,2,4,21,21051,"021051"
26961,30709,2,4,21,21051,"021051"
26962,30436,2,4,22,22143,"022143"
26963,30439,2,4,22,22143,"022143"
26964,30703,2,4,22,22051,"022051"
26965,30707,2,4,22,22051,"022051"
26966,30312,2,4,22,22205,"022205"
26967,30313,2,4,22,22205,"022205"
26968,30038,2,4,21,21008,"021008"
26969,30039,2,4,21,21008,"021008"
26970,30318,2,4,22,22205,"022205"
26971,30319,2,4,22,22205,"022205"
26972,31880,2,4,21,21077,"021077"
26973,31881,2,4,21,21077,"021077"
26974,31610,2,4,21,21081,"021081"
26975,31602,2,4,21,21081,"021081"
26976,31489,2,4,21,21091,"021091"
26977,31485,2,4,21,21091,"021091"
26978,30324,2,4,22,22009,"022009"
26979,30323,2,4,22,22009,"022009"
26980,30325,2,4,22,22011,"022011"
26981,30326,2,4,22,22011,"022011"
26982,30953,2,4,22,22064,"022064"
26983,30956,2,4,22,22064,"022064"
26984,30015,2,4,21,21057,"021057"
26985,31902,2,4,21,21060,"021060"
26986,30578,2,4,21,21051,"021051"
26987,31265,2,4,21,21008,"021008"
26988,30177,2,5,26,26043,"026043"
26989,30178,2,5,26,26043,"026043"
26990,30304,2,4,22,22196,"022196"
26991,30305,2,4,22,22196,"022196"
26992,30190,2,4,22,22254,"022254"
26993,30189,2,4,22,22254,"022254"
26994,31011,2,4,22,22147,"022147"
26995,31014,2,4,22,22147,"022147"
26996,30640,2,4,22,22193,"022193"
26997,30638,2,4,22,22193,"022193"
26998,31283,2,5,23,23052,"023052"
26999,31277,2,5,23,23052,"023052"
27000,30920,2,4,21,21051,"021051"
27001,30916,2,4,21,21051,"021051"
27002,30309,2,4,21,21101,"021101"
27003,30308,2,4,21,21101,"021101"
27004,30666,2,4,22,22040,"022040"
27005,30673,2,4,22,22040,"022040"
27006,30961,2,4,22,22134,"022134"
27007,30964,2,4,22,22134,"022134"
27008,30588,2,4,21,21118,"021118"
27009,30584,2,4,21,21118,"021118"
27010,30003,2,4,21,21051,"021051"
27011,30002,2,4,21,21051,"021051"
27012,30783,3,9,49,49009,"049009"
27013,31666,3,9,52,52016,"052016"
27014,31399,2,4,21,21008,"021008"
27015,31402,2,4,21,21008,"021008"
27016,31161,1,3,16,16024,"016024"
27017,31787,2,8,37,37011,"037011"
27018,31566,1,3,12,12042,"012042"
27019,30786,2,8,40,40012,"040012"
27020,30035,2,4,21,21006,"021006"
27021,30034,2,4,21,21006,"021006"
27022,30036,2,4,21,21006,"021006"
27023,30037,2,4,21,21006,"021006"
27024,30647,2,4,21,21008,"021008"
27025,30645,2,4,21,21008,"021008"
27026,30871,2,4,22,22153,"022153"
27027,30864,2,4,22,22153,"022153"
27028,30333,2,4,21,21013,"021013"
27029,30332,2,4,21,21013,"021013"
27030,31761,2,4,21,21089,"021089"
27031,31760,2,4,21,21089,"021089"
27032,30106,2,4,22,22161,"022161"
27033,30107,2,4,22,22161,"022161"
27034,30694,2,4,21,21008,"021008"
27035,30690,2,4,21,21008,"021008"
27036,30406,2,4,22,22139,"022139"
27037,30409,2,4,22,22139,"022139"
27038,31613,2,4,21,21058,"021058"
27039,31605,2,4,21,21058,"021058"
27040,30933,2,5,28,28011,"028011"
27041,30931,2,5,28,28011,"028011"
27042,31415,2,4,22,22245,"022245"
27043,31413,2,4,22,22245,"022245"
27044,31984,2,4,21,21025,"021025"
27045,31983,2,4,21,21025,"021025"
27046,31581,2,4,21,21089,"021089"
27047,31575,2,4,21,21089,"021089"
27048,31589,2,4,21,21089,"021089"
27049,31585,2,4,21,21089,"021089"
27050,30173,2,4,21,21008,"021008"
27051,30174,2,4,21,21008,"021008"
27052,30238,2,4,21,21013,"021013"
27053,30239,2,4,21,21013,"021013"
27054,30153,1,1,103,103008,"103008"
27055,30152,1,1,103,103008,"103008"
27056,30272,1,1,103,103050,"103050"
27057,30273,1,1,103,103050,"103050"
27058,30170,2,4,21,21011,"021011"
27059,30169,2,4,21,21011,"021011"
27060,31226,1,1,103,103072,"103072"
27061,31220,1,1,103,103072,"103072"
27062,30731,1,1,103,103023,"103023"
27063,30729,1,1,103,103023,"103023"
27064,31652,2,5,23,23059,"023059"
27065,31656,2,5,23,23059,"023059"
27066,30302,2,4,21,21094,"021094"
27067,30303,2,4,21,21094,"021094"
27068,30301,2,4,21,21094,"021094"
27069,31868,2,4,21,21055,"021055"
27070,31872,2,4,21,21055,"021055"
27071,31874,2,4,21,21055,"021055"
27072,31680,2,4,21,21029,"021029"
27073,31685,2,4,21,21029,"021029"
27074,31688,2,4,21,21029,"021029"
27075,31777,2,4,21,21111,"021111"
27076,31788,2,4,21,21111,"021111"
27077,31784,2,4,21,21111,"021111"
27078,31930,2,4,21,21004,"021004"
27079,31922,2,4,21,21004,"021004"
27080,31926,2,4,21,21004,"021004"
27081,30336,2,4,21,21008,"021008"
27082,30335,2,4,21,21008,"021008"
27083,30334,2,4,21,21008,"021008"
27084,30071,2,4,21,21097,"021097"
27085,30070,2,4,21,21097,"021097"
27086,30072,2,4,21,21097,"021097"
27087,31701,2,4,21,21041,"021041"
27088,31693,2,4,21,21041,"021041"
27089,31704,2,4,21,21041,"021041"
27090,30112,2,4,21,21083,"021083"
27091,30110,2,4,21,21083,"021083"
27092,30111,2,4,21,21083,"021083"
27093,30502,2,4,21,21118,"021118"
27094,30506,2,4,21,21118,"021118"
27095,30498,2,4,21,21118,"021118"
27096,30293,2,4,21,21086,"021086"
27097,30291,2,4,21,21086,"021086"
27098,30292,2,4,21,21086,"021086"
27099,30136,2,4,21,21110,"021110"
27100,30134,2,4,21,21110,"021110"
27101,30135,2,4,21,21110,"021110"
27102,30139,2,4,21,21115,"021115"
27103,30141,2,4,21,21115,"021115"
27104,30140,2,4,21,21115,"021115"
27105,30595,2,4,21,21080,"021080"
27106,30594,2,4,21,21080,"021080"
27107,30591,2,4,21,21080,"021080"
27108,31912,2,4,21,21051,"021051"
27109,31917,2,4,21,21051,"021051"
27110,31921,2,4,21,21051,"021051"
27111,31884,2,4,21,21023,"021023"
27112,31877,2,4,21,21023,"021023"
27113,31888,2,4,21,21023,"021023"
27114,30012,2,4,21,21061,"021061"
27115,30013,2,4,21,21061,"021061"
27116,30014,2,4,21,21061,"021061"
27117,30265,2,4,21,21004,"021004"
27118,30264,2,4,21,21004,"021004"
27119,30263,2,4,21,21004,"021004"
27120,31107,2,4,21,21077,"021077"
27121,31100,2,4,21,21077,"021077"
27122,31111,2,4,21,21077,"021077"
27123,31769,2,4,21,21019,"021019"
27124,31765,2,4,21,21019,"021019"
27125,31773,2,4,21,21019,"021019"
27126,31751,2,4,21,21062,"021062"
27127,31750,2,4,21,21062,"021062"
27128,31756,2,4,21,21062,"021062"
27129,30599,2,4,21,21113,"021113"
27130,30593,2,4,21,21113,"021113"
27131,30597,2,4,21,21113,"021113"
27132,31853,2,4,21,21040,"021040"
27133,31857,2,4,21,21040,"021040"
27134,31864,2,4,21,21040,"021040"
27135,30280,2,4,21,21082,"021082"
27136,30279,2,4,21,21082,"021082"
27137,30278,2,4,21,21082,"021082"
27138,31820,2,4,21,21011,"021011"
27139,31813,2,4,21,21011,"021011"
27140,31816,2,4,21,21011,"021011"
27141,31731,2,4,21,21063,"021063"
27142,31727,2,4,21,21063,"021063"
27143,31733,2,4,21,21063,"021063"
27144,31628,2,4,21,21059,"021059"
27145,31621,2,4,21,21059,"021059"
27146,31625,2,4,21,21059,"021059"
27147,30425,2,4,21,21084,"021084"
27148,30417,2,4,21,21084,"021084"
27149,30414,2,4,21,21084,"021084"
27150,30047,2,4,21,21008,"021008"
27151,30044,2,4,21,21008,"021008"
27152,30046,2,4,21,21008,"021008"
27153,30885,2,4,21,21081,"021081"
27154,30895,2,4,21,21081,"021081"
27155,30890,2,4,21,21081,"021081"
27156,32001,2,4,21,21051,"021051"
27157,31968,2,4,21,21051,"021051"
27158,32002,2,4,21,21051,"021051"
27159,32003,2,4,21,21051,"021051"
27160,31569,2,4,21,21051,"021051"
27161,31571,2,4,21,21051,"021051"
27162,31128,2,4,21,21008,"021008"
27163,31132,2,4,21,21008,"021008"
27164,31143,2,4,21,21008,"021008"
27165,31150,2,4,21,21008,"021008"
27166,31110,2,4,21,21008,"021008"
27167,31122,2,4,21,21008,"021008"
27168,31158,2,4,21,21008,"021008"
27169,31154,2,4,21,21008,"021008"
27170,31139,2,4,21,21008,"021008"
27171,31136,2,4,21,21008,"021008"
27172,30080,1,3,16,16060,"016060"
27173,30079,1,3,16,16060,"016060"
27174,31846,1,3,17,17028,"017028"
27175,31850,1,3,17,17028,"017028"
27176,31204,2,4,21,21051,"021051"
27177,31202,2,4,21,21051,"021051"
27178,30068,2,4,22,22025,"022025"
27179,30408,2,4,22,22025,"022025"
27180,30681,2,4,22,22050,"022050"
27181,30676,2,4,22,22050,"022050"
27182,30086,2,4,22,22103,"022103"
27183,30085,2,4,22,22103,"022103"
27184,30441,2,4,22,22205,"022205"
27185,30446,2,4,22,22205,"022205"
27186,30451,2,4,22,22205,"022205"
27187,30450,2,4,22,22205,"022205"
27188,30145,2,4,21,21011,"021011"
27189,30144,2,4,21,21011,"021011"
27190,30656,2,4,21,21008,"021008"
27191,30661,2,4,21,21008,"021008"
27192,30393,2,4,21,21051,"021051"
27193,30394,2,4,21,21051,"021051"
27194,30089,1,3,15,15142,"015142"
27195,30090,1,3,15,15142,"015142"
27196,30088,1,3,15,15142,"015142"
27197,30087,1,3,15,15142,"015142"
27198,30075,1,3,15,15142,"015142"
27199,30074,1,3,15,15142,"015142"
27200,30073,1,3,15,15142,"015142"
27201,30076,1,3,15,15142,"015142"
27202,31927,1,3,16,16042,"016042"
27203,31923,1,3,16,16042,"016042"
27204,31934,1,3,16,16042,"016042"
27205,31931,1,3,16,16042,"016042"
27206,30295,1,3,15,15206,"015206"
27207,30294,1,3,15,15206,"015206"
27208,30298,1,3,15,15206,"015206"
27209,30296,1,3,15,15206,"015206"
27210,30899,1,3,15,15221,"015221"
27211,30900,1,3,15,15221,"015221"
27212,30092,1,3,15,15142,"015142"
27213,30091,1,3,15,15142,"015142"
27214,30093,1,3,15,15142,"015142"
27215,30094,1,3,15,15142,"015142"
27216,30652,1,3,15,15224,"015224"
27217,30660,1,3,15,15224,"015224"
27218,31510,1,3,15,15219,"015219"
27219,31515,1,3,15,15219,"015219"
27220,31492,1,3,15,15219,"015219"
27221,31488,1,3,15,15219,"015219"
27222,30519,1,3,15,15108,"015108"
27223,30517,1,3,15,15108,"015108"
27224,30556,1,3,15,15177,"015177"
27225,30552,1,3,15,15177,"015177"
27226,30224,1,3,15,15114,"015114"
27227,30225,1,3,15,15114,"015114"
27228,31278,1,3,16,16049,"016049"
27229,31275,1,3,16,16049,"016049"
27230,31267,1,3,16,16049,"016049"
27231,31269,1,3,16,16049,"016049"
27232,30802,1,3,15,15110,"015110"
27233,30798,1,3,15,15110,"015110"
27234,31633,1,3,15,15016,"015016"
27235,31637,1,3,15,15016,"015016"
27236,30382,1,3,15,15122,"015122"
27237,30381,1,3,15,15122,"015122"
27238,30261,1,3,15,15136,"015136"
27239,30262,1,3,15,15136,"015136"
27240,30669,1,3,15,15224,"015224"
27241,30662,1,3,15,15224,"015224"
27242,30714,5,20,90,90047,"090047"
27243,30706,5,20,90,90047,"090047"
27244,30710,5,20,90,90047,"090047"
27245,30202,2,8,40,40007,"040007"
27246,30201,2,8,40,40007,"040007"
27247,30194,2,8,40,40007,"040007"
27248,30193,2,8,40,40007,"040007"
27249,30200,2,8,40,40007,"040007"
27250,30199,2,8,40,40007,"040007"
27251,30198,2,8,40,40007,"040007"
27252,30197,2,8,40,40007,"040007"
27253,31431,5,20,90,90047,"090047"
27254,31434,5,20,90,90047,"090047"
27255,31443,5,20,90,90047,"090047"
27256,31439,5,20,90,90047,"090047"
27257,31447,5,20,90,90047,"090047"
27258,31450,5,20,90,90047,"090047"
27259,30204,2,8,40,40007,"040007"
27260,30203,2,8,40,40007,"040007"
27261,30196,2,8,40,40007,"040007"
27262,30195,2,8,40,40007,"040007"
27263,30209,2,8,40,40007,"040007"
27264,30210,2,8,40,40007,"040007"
27265,30205,2,8,40,40007,"040007"
27266,30206,2,8,40,40007,"040007"
27267,30208,2,8,40,40007,"040007"
27268,30207,2,8,40,40007,"040007"
27269,31388,2,8,36,36023,"036023"
27270,31384,2,8,36,36023,"036023"
27271,31835,2,8,40,40007,"040007"
27272,31824,2,8,40,40007,"040007"
27273,31828,2,8,40,40007,"040007"
27274,30534,1,3,17,17185,"017185"
27275,30531,1,3,17,17185,"017185"
27276,31998,1,3,17,17088,"017088"
27277,31999,1,3,17,17088,"017088"
27278,30245,1,3,17,17089,"017089"
27279,30246,1,3,17,17089,"017089"
27280,31795,1,3,17,17187,"017187"
27281,31799,1,3,17,17187,"017187"
27282,31137,1,3,17,17179,"017179"
27283,31134,1,3,17,17179,"017179"
27284,30271,1,3,17,17109,"017109"
27285,30270,1,3,17,17109,"017109"
27286,30259,1,3,17,17098,"017098"
27287,30260,1,3,17,17098,"017098"
27288,30021,1,3,17,17170,"017170"
27289,30020,1,3,17,17170,"017170"
27290,30256,1,3,17,17092,"017092"
27291,30255,1,3,17,17092,"017092"
27292,30403,1,3,17,17122,"017122"
27293,30402,1,3,17,17122,"017122"
27294,30252,1,3,17,17089,"017089"
27295,30251,1,3,17,17089,"017089"
27296,30248,1,3,17,17089,"017089"
27297,30249,1,3,17,17089,"017089"
27298,30247,1,3,17,17089,"017089"
27299,30250,1,3,17,17089,"017089"
27300,31683,1,3,17,17156,"017156"
27301,31690,1,3,17,17156,"017156"
27302,31677,1,3,17,17156,"017156"
27303,31675,1,3,17,17156,"017156"
27304,30258,1,3,17,17092,"017092"
27305,30257,1,3,17,17092,"017092"
27306,31664,1,3,17,17149,"017149"
27307,31668,1,3,17,17149,"017149"
27308,31663,1,3,17,17129,"017129"
27309,31661,1,3,17,17129,"017129"
27310,31714,1,3,17,17156,"017156"
27311,31035,1,3,17,17155,"017155"
27312,31032,1,3,17,17155,"017155"
27313,30902,1,3,17,17129,"017129"
27314,30896,1,3,17,17129,"017129"
27315,30907,1,3,17,17129,"017129"
27316,30892,1,3,17,17129,"017129"
27317,30791,1,3,17,17076,"017076"
27318,30787,1,3,17,17076,"017076"
27319,31819,1,3,17,17189,"017189"
27320,31815,1,3,17,17189,"017189"
27321,30540,1,3,17,17185,"017185"
27322,30536,1,3,17,17185,"017185"
27323,31115,1,3,17,17171,"017171"
27324,31116,1,3,17,17171,"017171"
27325,30544,1,3,17,17185,"017185"
27326,30546,1,3,17,17185,"017185"
27327,31042,1,3,17,17158,"017158"
27328,31039,1,3,17,17158,"017158"
27329,30957,1,3,17,17129,"017129"
27330,30954,1,3,17,17129,"017129"
27331,31478,1,3,17,17067,"017067"
27332,31471,1,3,17,17067,"017067"
27333,31474,1,3,17,17067,"017067"
27334,31480,1,3,17,17067,"017067"
27335,30023,1,3,17,17170,"017170"
27336,30022,1,3,17,17170,"017170"
27337,30024,1,3,17,17170,"017170"
27338,30025,1,3,17,17170,"017170"
27339,30386,1,3,17,17102,"017102"
27340,30385,1,3,17,17102,"017102"
27341,30922,1,3,17,17195,"017195"
27342,30927,1,3,17,17195,"017195"
27343,30918,1,3,17,17195,"017195"
27344,30924,1,3,17,17195,"017195"
27345,30863,1,3,17,17103,"017103"
27346,30867,1,3,17,17103,"017103"
27347,30253,1,3,17,17092,"017092"
27348,30254,1,3,17,17092,"017092"
27349,31804,1,3,17,17189,"017189"
27350,31808,1,3,17,17189,"017189"
27351,31339,1,3,17,17033,"017033"
27352,31324,1,3,17,17033,"017033"
27353,31336,1,3,17,17033,"017033"
27354,31332,1,3,17,17033,"017033"
27355,30558,1,3,17,17185,"017185"
27356,30554,1,3,17,17185,"017185"
27357,30561,1,3,17,17185,"017185"
27358,30565,1,3,17,17185,"017185"
27359,30548,1,3,17,17145,"017145"
27360,30545,1,3,17,17145,"017145"
27361,30358,1,3,17,17074,"017074"
27362,30359,1,3,17,17074,"017074"
27363,31758,3,9,49,49017,"049017"
27364,31762,3,9,49,49017,"049017"
27365,31730,3,9,49,49017,"049017"
27366,31735,3,9,49,49017,"049017"
27367,31739,3,9,49,49017,"049017"
27368,31743,3,9,49,49017,"049017"
27369,31747,3,9,49,49017,"049017"
27370,31754,3,9,49,49017,"049017"
27371,31726,3,9,49,49017,"049017"
27372,31722,3,9,49,49017,"049017"
27373,31551,3,9,49,49017,"049017"
27374,31547,3,9,49,49017,"049017"
27375,31767,3,9,49,49017,"049017"
27376,31763,3,9,49,49017,"049017"
27377,31718,3,9,49,49017,"049017"
27378,31713,3,9,49,49017,"049017"
27379,27312,2,5,29,29033,"029033"
27380,20816,3,12,57,57014,"057014"
27381,16261,3,12,58,58091,"058091"
27382,16929,5,19,84,84001,"084001"
27383,30991,3,12,58,58091,"058091"
27384,21972,5,19,88,88009,"088009"
27385,25159,2,5,26,26037,"026037"
27386,19137,2,5,24,24079,"024079"
27387,24706,3,10,55,55022,"055022"
27388,31012,1,3,15,15146,"015146"
27389,16977,2,5,23,23098,"023098"
27390,17930,1,3,19,19013,"019013"
27391,18500,1,3,17,17079,"017079"
27392,22364,3,10,55,55023,"055023"
27393,21609,1,1,6,6153,"006153"
27394,19820,1,2,7,7048,"007048"
27395,21053,1,1,5,5108,"005108"
27396,16690,1,3,13,13059,"013059"
27397,18677,5,19,85,85015,"085015"
27398,21919,1,1,3,3139,"003139"
27399,19380,3,9,46,46005,"046005"
27400,26503,4,15,63,63049,"063049"
27401,16336,1,3,15,15171,"015171"
27402,19644,1,3,13,13216,"013216"
27403,18360,1,1,6,6088,"006088"
27404,16282,2,5,26,26012,"026012"
27405,22575,4,15,63,63049,"063049"
27406,23012,3,12,58,58016,"058016"
27407,19418,3,10,54,54027,"054027"
27408,22822,1,3,18,18138,"018138"
27409,24691,5,20,92,92009,"092009"
27410,23355,2,8,37,37006,"037006"
27411,20836,2,4,22,22161,"022161"
27412,20615,1,3,13,13028,"013028"
27413,25343,1,3,17,17079,"017079"
27414,20713,5,19,87,87014,"087014"
27415,17769,2,5,27,27034,"027034"
27416,24519,2,5,25,25040,"025040"
27417,24721,2,5,26,26012,"026012"
27418,20162,2,5,29,29040,"029040"
27419,18883,1,3,17,17206,"017206"
27420,25204,2,5,26,26032,"026032"
27421,26388,1,3,17,17038,"017038"
27422,20863,2,8,39,39015,"039015"
27423,19679,1,1,1,1272,"001272"
27424,27889,3,12,60,60063,"060063"
27425,15127,4,16,75,75035,"075035"
27426,16215,1,7,8,8049,"008049"
27427,23942,2,5,23,23055,"023055"
27428,22549,2,8,36,36044,"036044"
27429,23342,1,3,18,18110,"018110"
27430,21170,3,12,58,58091,"058091"
27431,24937,2,5,29,29029,"029029"
27432,27855,2,8,99,99014,"099014"
27433,18959,4,15,63,63049,"063049"
27434,23858,1,7,10,10051,"010051"
27435,26571,4,15,63,63049,"063049"
27436,18127,4,15,63,63049,"063049"
27437,26529,4,15,63,63049,"063049"
27438,18368,1,1,1,1272,"001272"
27439,25399,1,1,6,6174,"006174"
27440,16542,1,3,15,15242,"015242"
27441,17103,2,8,99,99025,"099025"
27442,17730,2,5,27,27043,"027043"
27443,20779,3,9,52,52021,"052021"
27444,26081,4,16,110,110003,"110003"
27445,18018,2,5,28,28003,"028003"
27446,21756,1,3,14,14037,"014037"
27447,26103,3,9,45,45007,"045007"
27448,18273,2,8,37,37062,"037062"
27449,21355,1,3,19,19035,"019035"
27450,25812,1,2,7,7032,"007032"
27451,17145,1,1,1,1272,"001272"
27452,19719,2,8,39,39005,"039005"
27453,24309,1,1,103,103075,"103075"
27454,23390,1,3,15,15146,"015146"
27455,22726,2,5,28,28044,"028044"
27456,18635,3,9,52,52035,"052035"
27457,19236,2,6,30,30044,"030044"
27458,23352,4,15,63,63049,"063049"
27459,21658,2,5,26,26095,"026095"
27460,23353,2,8,37,37006,"037006"
27461,27029,4,13,66,66053,"066053"
27462,18853,3,9,47,47014,"047014"
27463,25879,1,3,17,17064,"017064"
27464,23069,1,1,6,6003,"006003"
27465,21259,1,1,96,96010,"096010"
27466,20279,1,3,17,17059,"017059"
27467,22941,1,2,7,7039,"007039"
27468,17186,1,1,1,1272,"001272"
27469,26000,2,5,29,29052,"029052"
27470,19246,1,1,1,1021,"001021"
27471,25781,2,5,29,29040,"029040"
27472,27801,1,1,4,4078,"004078"
27473,31127,1,1,6,6115,"006115"
27474,20902,1,1,1,1146,"001146"
27475,22226,1,3,14,14071,"014071"
27476,21842,1,1,6,6094,"006094"
27477,14693,1,3,16,16183,"016183"
27478,19012,1,2,7,7022,"007022"
27479,22248,5,19,88,88009,"088009"
27480,23437,2,5,24,24013,"024013"
27481,19173,1,1,96,96039,"096039"
27482,18431,1,1,1,1013,"001013"
27483,22468,3,11,41,41030,"041030"
27484,17160,1,3,15,15175,"015175"
27485,24405,2,5,29,29052,"029052"
27486,19284,1,3,18,18049,"018049"
27487,22959,1,3,15,15146,"015146"
27488,19022,4,18,101,101013,"101013"
27489,20925,1,1,6,6174,"006174"
27490,22561,4,13,68,68012,"068012"
27491,19661,1,3,16,16162,"016162"
27492,23754,4,15,63,63049,"063049"
27493,25808,2,5,29,29040,"029040"
27494,17912,5,19,85,85005,"085005"
27495,16826,1,3,18,18157,"018157"
27496,24277,2,5,28,28095,"028095"
27497,18988,4,15,63,63049,"063049"
27498,27997,1,7,10,10025,"010025"
27499,18247,1,3,20,20024,"020024"
27500,24265,2,5,28,28102,"028102"
27501,24514,1,3,16,16052,"016052"
27502,22942,1,3,17,17188,"017188"
27503,24241,2,5,26,26012,"026012"
27504,22550,2,8,36,36044,"036044"
27505,17756,2,5,23,23096,"023096"
27506,23455,4,15,63,63049,"063049"
27507,27447,1,1,1,1272,"001272"
27508,14459,1,3,12,12026,"012026"
27509,26831,5,19,87,87025,"087025"
27510,31812,2,5,29,29018,"029018"
27511,23741,4,15,63,63049,"063049"
27512,18536,1,3,16,16253,"016253"
27513,25663,1,3,19,19035,"019035"
27514,18373,1,1,6,6114,"006114"
27515,31419,1,3,15,15077,"015077"
27516,19964,2,5,26,26089,"026089"
27517,22267,3,12,58,58042,"058042"
27518,21925,1,1,6,6027,"006027"
27519,15237,1,3,16,16176,"016176"
27520,23901,5,20,111,111035,"111035"
27521,20111,1,3,15,15116,"015116"
27522,19234,1,3,14,14015,"014015"
27523,16979,2,8,37,37061,"037061"
27524,20508,2,5,25,25073,"025073"
27525,26241,4,13,69,69091,"069091"
27526,16974,1,3,19,19079,"019079"
27527,27445,1,1,1,1272,"001272"
27528,19784,3,12,56,56004,"056004"
27529,21939,1,3,12,12133,"012133"
27530,24245,4,16,75,75035,"075035"
27531,23820,5,20,91,91031,"091031"
27532,21202,1,3,14,14009,"014009"
27533,18394,1,2,7,7024,"007024"
27534,27737,3,12,58,58119,"058119"
