_link,_link_main,weekday,period_begin,period_end
3916.location.opening_times.regular_hours.4,3916,5,08:30,23:30
3916.location.opening_times.regular_hours.5,3916,6,08:30,23:30
3916.location.opening_times.regular_hours.6,3916,7,08:30,23:30
3917.location.opening_times.regular_hours.0,3917,1,08:30,23:30
3917.location.opening_times.regular_hours.1,3917,2,08:30,23:30
3917.location.opening_times.regular_hours.2,3917,3,08:30,23:30
3917.location.opening_times.regular_hours.3,3917,4,08:30,23:30
3917.location.opening_times.regular_hours.4,3917,5,08:30,23:30
3917.location.opening_times.regular_hours.5,3917,6,08:30,23:30
3917.location.opening_times.regular_hours.6,3917,7,08:30,23:30
3918.location.opening_times.regular_hours.0,3918,1,08:30,23:30
3918.location.opening_times.regular_hours.1,3918,2,08:30,23:30
3918.location.opening_times.regular_hours.2,3918,3,08:30,23:30
3918.location.opening_times.regular_hours.3,3918,4,08:30,23:30
3918.location.opening_times.regular_hours.4,3918,5,08:30,23:30
3918.location.opening_times.regular_hours.5,3918,6,08:30,23:30
3918.location.opening_times.regular_hours.6,3918,7,08:30,23:30
3919.location.opening_times.regular_hours.0,3919,1,08:30,23:30
3919.location.opening_times.regular_hours.1,3919,2,08:30,23:30
3919.location.opening_times.regular_hours.2,3919,3,08:30,23:30
3919.location.opening_times.regular_hours.3,3919,4,08:30,23:30
3919.location.opening_times.regular_hours.4,3919,5,08:30,23:30
3919.location.opening_times.regular_hours.5,3919,6,08:30,23:30
3919.location.opening_times.regular_hours.6,3919,7,08:30,23:30
3920.location.opening_times.regular_hours.0,3920,1,08:30,23:30
3920.location.opening_times.regular_hours.1,3920,2,08:30,23:30
3920.location.opening_times.regular_hours.2,3920,3,08:30,23:30
3920.location.opening_times.regular_hours.3,3920,4,08:30,23:30
3920.location.opening_times.regular_hours.4,3920,5,08:30,23:30
3920.location.opening_times.regular_hours.5,3920,6,08:30,23:30
3920.location.opening_times.regular_hours.6,3920,7,08:30,23:30
3921.location.opening_times.regular_hours.0,3921,1,08:30,23:30
3921.location.opening_times.regular_hours.1,3921,2,08:30,23:30
3921.location.opening_times.regular_hours.2,3921,3,08:30,23:30
3921.location.opening_times.regular_hours.3,3921,4,08:30,23:30
3921.location.opening_times.regular_hours.4,3921,5,08:30,23:30
3921.location.opening_times.regular_hours.5,3921,6,08:30,23:30
3921.location.opening_times.regular_hours.6,3921,7,08:30,23:30
3922.location.opening_times.regular_hours.0,3922,1,08:30,23:30
3922.location.opening_times.regular_hours.1,3922,2,08:30,23:30
3922.location.opening_times.regular_hours.2,3922,3,08:30,23:30
3922.location.opening_times.regular_hours.3,3922,4,08:30,23:30
3922.location.opening_times.regular_hours.4,3922,5,08:30,23:30
3922.location.opening_times.regular_hours.5,3922,6,08:30,23:30
3922.location.opening_times.regular_hours.6,3922,7,08:30,23:30
3923.location.opening_times.regular_hours.0,3923,1,08:30,23:30
3923.location.opening_times.regular_hours.1,3923,2,08:30,23:30
3923.location.opening_times.regular_hours.2,3923,3,08:30,23:30
3923.location.opening_times.regular_hours.3,3923,4,08:30,23:30
3923.location.opening_times.regular_hours.4,3923,5,08:30,23:30
3923.location.opening_times.regular_hours.5,3923,6,08:30,23:30
3923.location.opening_times.regular_hours.6,3923,7,08:30,23:30
3924.location.opening_times.regular_hours.0,3924,1,08:30,23:30
3924.location.opening_times.regular_hours.1,3924,2,08:30,23:30
3924.location.opening_times.regular_hours.2,3924,3,08:30,23:30
3924.location.opening_times.regular_hours.3,3924,4,08:30,23:30
3924.location.opening_times.regular_hours.4,3924,5,08:30,23:30
3924.location.opening_times.regular_hours.5,3924,6,08:30,23:30
3924.location.opening_times.regular_hours.6,3924,7,08:30,23:30
3925.location.opening_times.regular_hours.0,3925,1,08:30,23:30
3925.location.opening_times.regular_hours.1,3925,2,08:30,23:30
3925.location.opening_times.regular_hours.2,3925,3,08:30,23:30
3925.location.opening_times.regular_hours.3,3925,4,08:30,23:30
3925.location.opening_times.regular_hours.4,3925,5,08:30,23:30
3925.location.opening_times.regular_hours.5,3925,6,08:30,23:30
3925.location.opening_times.regular_hours.6,3925,7,08:30,23:30
3926.location.opening_times.regular_hours.0,3926,1,08:30,23:30
3926.location.opening_times.regular_hours.1,3926,2,08:30,23:30
3926.location.opening_times.regular_hours.2,3926,3,08:30,23:30
3926.location.opening_times.regular_hours.3,3926,4,08:30,23:30
3926.location.opening_times.regular_hours.4,3926,5,08:30,23:30
3926.location.opening_times.regular_hours.5,3926,6,08:30,23:30
3926.location.opening_times.regular_hours.6,3926,7,08:30,23:30
