status,evse_id,coordinates_latitude,coordinates_longitude
AVAILABLE,IT*ATE*E00193*2,44.89025,8.68714
AVAILABLE,IT*ATE*E00195*1,45.59957,8.94995
AVAILABLE,IT*ATE*E00195*2,45.59957,8.94995
AVAILABLE,IT*ATE*E00202*1,45.610691,10.705961
CHARGING,IT*ATE*E00202*2,45.610691,10.705961
AVAILABLE,IT*ATE*E00203*1,45.92202,11.18973
AVAILABLE,IT*ATE*E00203*2,45.92202,11.18973
AVAILABLE,IT*ATE*E00204*1,45.92202,11.18973
AVAILABLE,IT*ATE*E00204*2,45.92202,11.18973
AVAILABLE,IT*ATE*E00205*1,40.788239,15.761639
AVAILABLE,IT*ATE*E00205*2,40.788239,15.761639
AVAILABLE,IT*ATE*E00206*1,40.788239,15.761639
OUTOFORDER,IT*ATE*E00206*2,40.788239,15.761639
AVAILABLE,IT*ATE*E00208*1,41.100766,16.796949
AVAILABLE,IT*ATE*E00208*2,41.100766,16.796949
AVAILABLE,IT*ATE*E00210*1,39.835461,16.269702
AVAILABLE,IT*ATE*E00210*2,39.835461,16.269702
AVAILABLE,IT*ATE*E00211*1,43.096605,13.83762
AVAILABLE,IT*ATE*E00211*2,43.096605,13.83762
AVAILABLE,IT*ATE*E00212*1,43.096605,13.83762
AVAILABLE,IT*ATE*E00212*2,43.096605,13.83762
AVAILABLE,IT*ATE*E00213*1,44.680686,12.224536
AVAILABLE,IT*ATE*E00213*2,44.680686,12.224536
AVAILABLE,IT*ATE*E00220*1,45.104654,10.526374
AVAILABLE,IT*ATE*E00220*2,45.104654,10.526374
AVAILABLE,IT*ATE*E00221*1,45.518691,9.101811
AVAILABLE,IT*ATE*E00221*2,45.518691,9.101811
AVAILABLE,IT*ATE*E00222*1,45.518691,9.101811
CHARGING,IT*ATE*E00222*2,45.518691,9.101811
AVAILABLE,IT*ATE*E00223*1,45.518691,9.101811
CHARGING,IT*ATE*E00223*2,45.518691,9.101811
AVAILABLE,IT*ATE*E00224*1,45.518691,9.101811
AVAILABLE,IT*ATE*E00224*2,45.518691,9.101811
AVAILABLE,IT*ATE*E00225*1,44.221751,8.326121
AVAILABLE,IT*ATE*E00225*2,44.221751,8.326121
AVAILABLE,IT*ATE*E00226*1,45.421631,10.977281
AVAILABLE,IT*ATE*E00226*2,45.421631,10.977281
AVAILABLE,IT*ATE*E00227*1,45.421631,10.977281
AVAILABLE,IT*ATE*E00227*2,45.421631,10.977281
AVAILABLE,IT*ATE*E00228*1,45.412774,9.731196
AVAILABLE,IT*ATE*E00228*2,45.412774,9.731196
AVAILABLE,IT*ATE*E00229*1,45.044159,9.660278
AVAILABLE,IT*ATE*E00229*2,45.044159,9.660278
AVAILABLE,IT*ATE*E00230*1,43.250263,13.417056
AVAILABLE,IT*ATE*E00230*2,43.250263,13.417056
AVAILABLE,IT*ATE*E00231*1,43.250263,13.417056
AVAILABLE,IT*ATE*E00231*2,43.250263,13.417056
AVAILABLE,IT*ATE*E00232*1,46.137831,8.298528
AVAILABLE,IT*ATE*E00232*2,46.137831,8.298528
AVAILABLE,IT*ATE*E00233*1,46.132789,8.291616
AVAILABLE,IT*ATE*E00233*2,46.132789,8.291616
AVAILABLE,IT*ATE*E00234*1,43.861039,11.316573
PLANNED,IT*ATE*E00234*2,43.861039,11.316573
AVAILABLE,IT*ATE*E00235*1,44.222032,8.34476
AVAILABLE,IT*ATE*E00235*2,44.222032,8.34476
AVAILABLE,IT*ATE*E00236*1,45.392192,11.841614
AVAILABLE,IT*ATE*E00236*2,45.392192,11.841614
AVAILABLE,IT*ATE*E00237*1,45.392192,11.841614
OUTOFORDER,IT*ATE*E00237*2,45.392192,11.841614
AVAILABLE,IT*ATE*E00238*1,40.908678,9.515521
AVAILABLE,IT*ATE*E00238*2,40.908678,9.515521
AVAILABLE,IT*ATE*E00239*1,46.028109,10.947033
AVAILABLE,IT*ATE*E00239*2,46.028109,10.947033
AVAILABLE,IT*ATE*E00240*1,44.107492,12.417217
AVAILABLE,IT*ATE*E00240*2,44.107492,12.417217
AVAILABLE,IT*ATE*E00241*1,44.164111,12.444143
AVAILABLE,IT*ATE*E00241*2,44.164111,12.444143
AVAILABLE,IT*ATE*E00242*1,45.477155,9.151949
AVAILABLE,IT*ATE*E00242*2,45.477155,9.151949
AVAILABLE,IT*ATE*E00243*1,45.477155,9.151949
AVAILABLE,IT*ATE*E00243*2,45.477155,9.151949
AVAILABLE,IT*ATE*E00244*1,43.497139,10.725262
AVAILABLE,IT*ATE*E00244*2,43.497139,10.725262
AVAILABLE,IT*ATE*E00245*1,45.782922,8.967042
AVAILABLE,IT*ATE*E00245*2,45.782922,8.967042
AVAILABLE,IT*ATE*E00246*1,45.782922,8.967042
OUTOFORDER,IT*ATE*E00246*2,45.782922,8.967042
AVAILABLE,IT*ATE*E00251*1,46.244689,11.212246
AVAILABLE,IT*ATE*E00251*2,46.244689,11.212246
AVAILABLE,IT*ATE*E00252*1,46.244689,11.212246
OUTOFORDER,IT*ATE*E00252*2,46.244689,11.212246
AVAILABLE,IT*ATE*E00258*1,45.947663,8.766091
AVAILABLE,IT*ATE*E00258*2,45.947663,8.766091
AVAILABLE,IT*ATE*E00261*1,40.611185,15.114583
AVAILABLE,IT*ATE*E00261*2,40.611185,15.114583
CHARGING,IT*ATE*E00265*1,43.962006,12.688416
AVAILABLE,IT*ATE*E00265*2,43.962006,12.688416
AVAILABLE,IT*ATE*E00266*1,42.403691,14.315959
AVAILABLE,IT*ATE*E00266*2,42.403691,14.315959
AVAILABLE,IT*ATE*E00267*1,42.403691,14.315959
AVAILABLE,IT*ATE*E00267*2,42.403691,14.315959
AVAILABLE,IT*ATE*E00268*1,43.962006,12.688416
AVAILABLE,IT*ATE*E00268*2,43.962006,12.688416
AVAILABLE,IT*ATE*E00269*1,43.962006,12.688416
AVAILABLE,IT*ATE*E00269*2,43.962006,12.688416
AVAILABLE,IT*ATE*E00272*1,45.439524,11.965898
AVAILABLE,IT*ATE*E00272*2,45.439524,11.965898
AVAILABLE,IT*ATE*E00274*1,45.439524,11.965898
AVAILABLE,IT*ATE*E00274*2,45.439524,11.965898
AVAILABLE,IT*ATE*E00276*1,45.437343,11.949728
AVAILABLE,IT*ATE*E00276*2,45.437343,11.949728
AVAILABLE,IT*ATE*E00278*1,45.437343,11.949728
AVAILABLE,IT*ATE*E00278*2,45.437343,11.949728
AVAILABLE,IT*ATE*E00280*1,45.590473,9.899114
AVAILABLE,IT*ATE*E00280*2,45.590473,9.899114
AVAILABLE,IT*ATE*E00282*1,45.497242,10.346738
AVAILABLE,IT*ATE*E00282*2,45.497242,10.346738
AVAILABLE,IT*ATE*E00284*1,45.725761,9.718228
AVAILABLE,IT*ATE*E00284*2,45.725761,9.718228
AVAILABLE,IT*ATE*E00285*1,45.760817,9.796824
AVAILABLE,IT*ATE*E00285*2,45.760817,9.796824
AVAILABLE,IT*ATE*E286A043C*1,45.95942,12.50446
AVAILABLE,IT*ATE*E286A043C*2,45.95942,12.50446
AVAILABLE,IT*ATE*E286C043D*1,45.93277,12.50442
AVAILABLE,IT*ATE*E286C043D*2,45.93277,12.50442
AVAILABLE,IT*ATE*E287E0444*1,41.87503,12.43235
AVAILABLE,IT*ATE*E287E0444*2,41.87503,12.43235
OUTOFORDER,IT*ATE*E00289*1,44.493281,11.050858
OUTOFORDER,IT*ATE*E00289*2,44.493281,11.050858
AVAILABLE,IT*ATE*E000290*1,45.510581,9.849836
OUTOFORDER,IT*ATE*E000290*2,45.510581,9.849836
AVAILABLE,IT*ATE*E00300*1,45.505051,10.356951
OUTOFORDER,IT*ATE*E00300*2,45.505051,10.356951
AVAILABLE,IT*ATE*E00301*1,45.517827,10.354973
AVAILABLE,IT*ATE*E00301*2,45.517827,10.354973
AVAILABLE,IT*ATE*E00302*1,45.529723,10.369841
AVAILABLE,IT*ATE*E00302*2,45.529723,10.369841
AVAILABLE,IT*ATE*E00303*1,45.370031,10.106909
AVAILABLE,IT*ATE*E00303*2,45.370031,10.106909
AVAILABLE,IT*ATE*E00304*1,45.627023,9.557311
AVAILABLE,IT*ATE*E00304*2,45.627023,9.557311
AVAILABLE,IT*ATE*E00305*1,44.178207,9.870961
AVAILABLE,IT*ATE*E00305*2,44.178207,9.870961
AVAILABLE,IT*ATE*E00306*1,45.634431,9.552892
AVAILABLE,IT*ATE*E00306*2,45.634431,9.552892
AVAILABLE,IT*ATE*E00307*1,45.725911,9.715331
AVAILABLE,IT*ATE*E00307*2,45.725911,9.715331
CHARGING,IT*ATE*E00308*1,45.694096,9.841826
OUTOFORDER,IT*ATE*E00308*2,45.694096,9.841826
AVAILABLE,IT*ATE*E00309*1,45.430464,11.896523
AVAILABLE,IT*ATE*E00309*2,45.430464,11.896523
AVAILABLE,IT*ATE*E00310*1,45.757529,9.790372
AVAILABLE,IT*ATE*E00310*2,45.757529,9.790372
AVAILABLE,IT*ATE*E00311*1,45.756842,9.797471
AVAILABLE,IT*ATE*E00311*2,45.756842,9.797471
AVAILABLE,IT*ATE*E00312*1,45.723399,9.717748
AVAILABLE,IT*ATE*E00312*2,45.723399,9.717748
AVAILABLE,IT*ATE*E00313*1,45.637418,9.556005
AVAILABLE,IT*ATE*E00313*2,45.637418,9.556005
AVAILABLE,IT*ATE*E00314*1,45.356264,9.771811
OUTOFORDER,IT*ATE*E00314*2,45.356264,9.771811
AVAILABLE,IT*ATE*E00316*1,45.695555,9.185931
AVAILABLE,IT*ATE*E00316*2,45.695555,9.185931
AVAILABLE,IT*ATE*E00317*1,44.912268,8.880327
AVAILABLE,IT*ATE*E00317*2,44.912268,8.880327
AVAILABLE,IT*ATE*E00319*1,45.181463,10.002082
AVAILABLE,IT*ATE*E00319*2,45.181463,10.002082
AVAILABLE,IT*ATE*E00320*1,43.025308,12.887983
AVAILABLE,IT*ATE*E00320*2,43.025308,12.887983
OUTOFORDER,IT*ATE*E00321*1,43.857191,10.970209
AVAILABLE,IT*ATE*E00321*2,43.857191,10.970209
OUTOFORDER,IT*ATE*E00322*1,43.554468,10.911316
OUTOFORDER,IT*ATE*E00322*2,43.554468,10.911316
AVAILABLE,IT*ATE*E00323*1,45.947406,8.759132
AVAILABLE,IT*ATE*E00323*2,45.947406,8.759132
AVAILABLE,IT*ATE*E00328*1,43.841502,10.720409
AVAILABLE,IT*ATE*E00328*2,43.841502,10.720409
CHARGING,IT*ATE*E00330*1,43.841502,10.720409
AVAILABLE,IT*ATE*E00330*2,43.841502,10.720409
AVAILABLE,IT*ATE*E00351*1,44.168056,9.881777
OUTOFORDER,IT*ATE*E00351*2,44.168056,9.881777
AVAILABLE,IT*ATE*E00352*1,45.555182,9.832587
AVAILABLE,IT*ATE*E00352*2,45.555182,9.832587
AVAILABLE,IT*ATE*E00353*1,44.168056,9.881777
AVAILABLE,IT*ATE*E00353*2,44.168056,9.881777
AVAILABLE,IT*ATE*E000354*1,45.689741,9.739269
AVAILABLE,IT*ATE*E000354*2,45.689741,9.739269
AVAILABLE,IT*ATE*E00355*1,45.745337,9.779573
AVAILABLE,IT*ATE*E00355*2,45.745337,9.779573
OUTOFORDER,IT*ATE*E00356*1,45.774838,11.448178
AVAILABLE,IT*ATE*E00356*2,45.774838,11.448178
AVAILABLE,IT*ATE*E00357*1,45.481017,9.562997
OUTOFORDER,IT*ATE*E00357*2,45.481017,9.562997
AVAILABLE,IT*ATE*E00358*1,45.774838,11.448178
AVAILABLE,IT*ATE*E00358*2,45.774838,11.448178
OUTOFORDER,IT*ATE*E00359*1,45.674097,9.390588
AVAILABLE,IT*ATE*E00359*2,45.674097,9.390588
AVAILABLE,IT*ATE*E00360*1,45.723759,9.058655
AVAILABLE,IT*ATE*E00360*2,45.723759,9.058655
AVAILABLE,IT*ATE*E00361*1,45.674097,9.390588
OUTOFORDER,IT*ATE*E00361*2,45.674097,9.390588
AVAILABLE,IT*ATE*E00363*1,45.145036,9.985632
AVAILABLE,IT*ATE*E00363*2,45.145036,9.985632
AVAILABLE,IT*ATE*E00365*1,45.676005,8.704143
AVAILABLE,IT*ATE*E00365*2,45.676005,8.704143
AVAILABLE,IT*ATE*E00367*1,45.523182,9.044998
AVAILABLE,IT*ATE*E00367*2,45.523182,9.044998
AVAILABLE,IT*ATE*E00369*1,45.501243,9.293053
AVAILABLE,IT*ATE*E00369*2,45.501243,9.293053
AVAILABLE,IT*ATE*E00371*1,45.50717,9.94384
AVAILABLE,IT*ATE*E00371*2,45.50717,9.94384
AVAILABLE,IT*ATE*E00372*1,45.455378,9.232033
AVAILABLE,IT*ATE*E00372*2,45.455378,9.232033
AVAILABLE,IT*ATE*E00373*1,45.455378,9.232033
AVAILABLE,IT*ATE*E00373*2,45.455378,9.232033
AVAILABLE,IT*ATE*E00374*1,45.455378,9.232033
AVAILABLE,IT*ATE*E00374*2,45.455378,9.232033
AVAILABLE,IT*ATE*E00412*1,44.217236,8.323981
AVAILABLE,IT*ATE*E00412*2,44.217236,8.323981
AVAILABLE,IT*ATE*E00431*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00431*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00432*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00432*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00433*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00433*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00434*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00434*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00435*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00435*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00436*1,45.442563,11.891417
AVAILABLE,IT*ATE*E00436*2,45.442563,11.891417
AVAILABLE,IT*ATE*E00437*1,45.367061,11.872629
AVAILABLE,IT*ATE*E00437*2,45.367061,11.872629
AVAILABLE,IT*ATE*E00438*1,45.367061,11.872629
AVAILABLE,IT*ATE*E00438*2,45.367061,11.872629
AVAILABLE,IT*ATE*E00439*1,45.367061,11.872629
AVAILABLE,IT*ATE*E00439*2,45.367061,11.872629
AVAILABLE,IT*ATE*E00440*1,45.367061,11.872629
AVAILABLE,IT*ATE*E00440*2,45.367061,11.872629
AVAILABLE,IT*ATE*E00441*1,45.367061,11.872629
AVAILABLE,IT*ATE*E00441*2,45.367061,11.872629
OUTOFORDER,IT*ATE*E00442*1,45.367061,11.872629
OUTOFORDER,IT*ATE*E00442*2,45.367061,11.872629
AVAILABLE,IT*ATE*E00443*1,44.789727,11.728358
AVAILABLE,IT*ATE*E00443*2,44.789727,11.728358
AVAILABLE,IT*ATE*E00444*1,45.921954,10.226521
AVAILABLE,IT*ATE*E00444*2,45.921954,10.226521
OUTOFORDER,IT*ATE*E00445*1,45.224501,7.863269
OUTOFORDER,IT*ATE*E00445*2,45.224501,7.863269
AVAILABLE,IT*ATE*E00446*1,44.554778,11.169644
AVAILABLE,IT*ATE*E00446*2,44.554778,11.169644
AVAILABLE,IT*ATE*E00447*1,44.554778,11.169644
AVAILABLE,IT*ATE*E00447*2,44.554778,11.169644
AVAILABLE,IT*ATE*E00448*1,45.17757,7.65003
AVAILABLE,IT*ATE*E00448*2,45.17757,7.65003
AVAILABLE,IT*ATE*E00450*1,45.17757,7.65003
AVAILABLE,IT*ATE*E00450*2,45.17757,7.65003
AVAILABLE,IT*ATE*E00451*1,40.845099,14.375158
INOPERATIVE,IT*ATE*E00451*2,40.845099,14.375158
AVAILABLE,IT*ATE*E00452*1,45.707371,9.695744
AVAILABLE,IT*ATE*E00452*2,45.707371,9.695744
AVAILABLE,IT*ATE*E00452*3,45.707371,9.695744
AVAILABLE,IT*ATE*E00453*1,40.846815,14.377296
AVAILABLE,IT*ATE*E00453*2,40.846815,14.377296
OUTOFORDER,IT*ATE*E00454*1,45.570362,9.022654
AVAILABLE,IT*ATE*E00454*2,45.570362,9.022654
AVAILABLE,IT*ATE*E00455*1,39.453123,17.034175
AVAILABLE,IT*ATE*E00455*2,39.453123,17.034175
AVAILABLE,IT*ATE*E00456*1,45.688338,8.717373
OUTOFORDER,IT*ATE*E00456*2,45.688338,8.717373
AVAILABLE,IT*ATE*E00458*1,45.119777,7.715443
AVAILABLE,IT*ATE*E00458*2,45.119777,7.715443
AVAILABLE,IT*ATE*E00460*1,45.119777,7.715443
AVAILABLE,IT*ATE*E00460*2,45.119777,7.715443
INOPERATIVE,IT*ATE*E00462*1,45.193273,7.643448
AVAILABLE,IT*ATE*E00462*2,45.193273,7.643448
AVAILABLE,IT*ATE*E00464*1,45.193273,7.643448
AVAILABLE,IT*ATE*E00464*2,45.193273,7.643448
OUTOFORDER,IT*ATE*E00466*1,45.670279,9.640009
AVAILABLE,IT*ATE*E00466*2,45.670279,9.640009
OUTOFORDER,IT*ATE*E00468*1,45.670279,9.640009
AVAILABLE,IT*ATE*E00468*2,45.670279,9.640009
AVAILABLE,IT*ATE*E00470*1,45.41224,9.93916
AVAILABLE,IT*ATE*E00470*2,45.41224,9.93916
AVAILABLE,IT*ATE*E00471*1,45.120057,7.719504
OUTOFORDER,IT*ATE*E00471*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00472*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00472*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00473*1,45.120057,7.719504
OUTOFORDER,IT*ATE*E00473*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00474*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00474*2,45.120057,7.719504
PLANNED,IT*ATE*E00475*1,45.120057,7.719504
PLANNED,IT*ATE*E00475*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00476*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00476*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00477*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00477*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00478*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00478*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00479*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00479*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00480*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00480*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00485*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00485*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00486*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00486*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00487*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00487*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00488*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00488*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00490*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00490*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00491*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00491*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00492*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00492*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00493*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00493*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00494*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00494*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00495*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00495*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00496*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00496*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00497*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00497*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00498*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00498*2,45.118863,7.719948
INOPERATIVE,IT*ATE*E00499*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00499*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00500*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00500*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00501*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00501*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00502*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00502*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00503*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00503*2,45.118863,7.719948
OUTOFORDER,IT*ATE*E00504*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00504*2,45.118863,7.719948
OUTOFORDER,IT*ATE*E00505*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00505*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00506*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00506*2,45.118863,7.719948
OUTOFORDER,IT*ATE*E00507*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00507*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00508*1,45.118863,7.719948
OUTOFORDER,IT*ATE*E00508*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00511*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00511*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00512*1,45.120057,7.719504
OUTOFORDER,IT*ATE*E00512*2,45.120057,7.719504
PLANNED,IT*ATE*E00513*1,45.120057,7.719504
PLANNED,IT*ATE*E00513*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00514*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00514*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00516*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00516*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00517*1,45.120057,7.719504
OUTOFORDER,IT*ATE*E00517*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00518*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00518*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00519*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00519*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00520*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00520*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00521*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00521*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00522*1,45.120057,7.719504
OUTOFORDER,IT*ATE*E00522*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00523*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00523*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00524*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00524*2,45.120057,7.719504
AVAILABLE,IT*ATE*E00525*1,45.120057,7.719504
AVAILABLE,IT*ATE*E00525*2,45.120057,7.719504
OUTOFORDER,IT*ATE*E00526*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00526*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00527*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00527*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00528*1,45.118863,7.719948
CHARGING,IT*ATE*E00528*2,45.118863,7.719948
INOPERATIVE,IT*ATE*E00529*1,45.118863,7.719948
INOPERATIVE,IT*ATE*E00529*2,45.118863,7.719948
OUTOFORDER,IT*ATE*E00530*1,45.118863,7.719948
AVAILABLE,IT*ATE*E00530*2,45.118863,7.719948
AVAILABLE,IT*ATE*E00531*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00531*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00532*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00532*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00533*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00533*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00534*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00534*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00535*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00535*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00536*1,46.087604,13.179813
AVAILABLE,IT*ATE*E00536*2,46.087604,13.179813
AVAILABLE,IT*ATE*E00571*1,41.078652,14.351203
AVAILABLE,IT*ATE*E00571*2,41.078652,14.351203
AVAILABLE,IT*ATE*E00572*1,41.078652,14.351203
AVAILABLE,IT*ATE*E00572*2,41.078652,14.351203
AVAILABLE,IT*ATE*E00573*1,41.078652,14.351203
AVAILABLE,IT*ATE*E00573*2,41.078652,14.351203
AVAILABLE,IT*ATE*E00574*1,41.078652,14.351203
AVAILABLE,IT*ATE*E00574*2,41.078652,14.351203
CHARGING,IT*ATE*E00575*1,41.078652,14.351203
AVAILABLE,IT*ATE*E00575*2,41.078652,14.351203
AVAILABLE,IT*ATE*E01008*1,45.491244,9.55271
AVAILABLE,IT*ATE*E01008*2,45.491244,9.55271
AVAILABLE,IT*ATE*E01009*1,45.554056,9.624816
AVAILABLE,IT*ATE*E01009*2,45.554056,9.624816
AVAILABLE,IT*ATE*E01010*1,45.7965,9.83765
AVAILABLE,IT*ATE*E01010*2,45.7965,9.83765
AVAILABLE,IT*ATE*E01011*1,45.70564,9.714758
AVAILABLE,IT*ATE*E01011*2,45.70564,9.714758
AVAILABLE,IT*ATE*E01012*1,45.533287,9.702148
CHARGING,IT*ATE*E01012*2,45.533287,9.702148
AVAILABLE,IT*ATE*E01013*1,45.750718,9.781245
AVAILABLE,IT*ATE*E01013*2,45.750718,9.781245
AVAILABLE,IT*ATE*E01016*1,45.736426,9.750173
AVAILABLE,IT*ATE*E01016*2,45.736426,9.750173
AVAILABLE,IT*ATE*E01016*3,45.736426,9.750173
AVAILABLE,IT*ATE*E01017*1,45.699182,9.727344
AVAILABLE,IT*ATE*E01017*2,45.699182,9.727344
CHARGING,IT*ATE*E01022*1,45.83695,9.665389
AVAILABLE,IT*ATE*E01022*2,45.83695,9.665389
OUTOFORDER,IT*ATE*E01023*1,45.780412,9.749278
AVAILABLE,IT*ATE*E01023*2,45.780412,9.749278
AVAILABLE,IT*ATE*E01024*1,45.780719,9.752888
AVAILABLE,IT*ATE*E01024*2,45.780719,9.752888
AVAILABLE,IT*ATE*E01025*1,45.684989,9.717973
AVAILABLE,IT*ATE*E01025*2,45.684989,9.717973
AVAILABLE,IT*ATE*E01026*1,45.680278,9.724952
CHARGING,IT*ATE*E01026*2,45.680278,9.724952
INOPERATIVE,IT*ATE*E01027*1,45.577101,9.669296
AVAILABLE,IT*ATE*E01027*2,45.577101,9.669296
INOPERATIVE,IT*ATE*E01027*16,45.577101,9.669296
AVAILABLE,IT*ATE*E01028*1,45.720199,9.705372
CHARGING,IT*ATE*E01028*2,45.720199,9.705372
OUTOFORDER,IT*ATE*E01029*1,45.719382,9.711458
AVAILABLE,IT*ATE*E01029*2,45.719382,9.711458
AVAILABLE,IT*ATE*E01030*1,45.746082,9.615682
AVAILABLE,IT*ATE*E01030*2,45.746082,9.615682
AVAILABLE,IT*ATE*E01031*1,45.792686,9.669357
AVAILABLE,IT*ATE*E01031*2,45.792686,9.669357
AVAILABLE,IT*ATE*E01105*1,45.704933,9.500144
AVAILABLE,IT*ATE*E01105*2,45.704933,9.500144
AVAILABLE,IT*ATE*E01106*1,45.554629,10.109956
AVAILABLE,IT*ATE*E01106*2,45.554629,10.109956
AVAILABLE,IT*ATE*E01106*3,45.554629,10.109956
AVAILABLE,IT*ATE*E01108*1,45.305703,10.147003
AVAILABLE,IT*ATE*E01108*2,45.305703,10.147003
AVAILABLE,IT*ATE*E01109*1,45.738588,9.616178
AVAILABLE,IT*ATE*E01109*2,45.738588,9.616178
OUTOFORDER,IT*ATE*E01110*1,45.936389,9.929962
AVAILABLE,IT*ATE*E01110*2,45.936389,9.929962
