_link,_link_main,standard,power_type,max_electric_power
30057.connectors.0,30057,IEC_62196_T2,AC_3_PHASE,22000
30058.connectors.0,30058,IEC_62196_T3A,AC_1_PHASE,2300
30059.connectors.0,30059,IEC_62196_T2,AC_3_PHASE,22000
30060.connectors.0,30060,IEC_62196_T3A,AC_1_PHASE,2300
30061.connectors.0,30061,IEC_62196_T2,AC_3_PHASE,22000
30062.connectors.0,30062,IEC_62196_T3A,AC_1_PHASE,2300
30063.connectors.0,30063,IEC_62196_T2,AC_3_PHASE,22000
30064.connectors.0,30064,IEC_62196_T3A,AC_1_PHASE,2300
30065.connectors.0,30065,IEC_62196_T2,AC_3_PHASE,22000
30066.connectors.0,30066,IEC_62196_T3A,AC_1_PHASE,2300
30067.connectors.0,30067,IEC_62196_T2,AC_3_PHASE,22000
30068.connectors.0,30068,IEC_62196_T3A,AC_1_PHASE,2300
30069.connectors.0,30069,IEC_62196_T2,AC_3_PHASE,22000
30070.connectors.0,30070,IEC_62196_T3A,AC_1_PHASE,2300
30071.connectors.0,30071,IEC_62196_T2,AC_3_PHASE,22000
30072.connectors.0,30072,IEC_62196_T3A,AC_1_PHASE,2300
30073.connectors.0,30073,IEC_62196_T2,AC_3_PHASE,22000
30074.connectors.0,30074,IEC_62196_T3A,AC_1_PHASE,2300
30075.connectors.0,30075,IEC_62196_T2,AC_3_PHASE,22000
30076.connectors.0,30076,IEC_62196_T3A,AC_1_PHASE,2300
30077.connectors.0,30077,IEC_62196_T2,AC_3_PHASE,22000
30078.connectors.0,30078,IEC_62196_T3A,AC_1_PHASE,2300
30079.connectors.0,30079,IEC_62196_T2,AC_3_PHASE,22000
30080.connectors.0,30080,IEC_62196_T3A,AC_1_PHASE,2300
30081.connectors.0,30081,IEC_62196_T2,AC_3_PHASE,22000
30082.connectors.0,30082,IEC_62196_T3A,AC_1_PHASE,2300
30083.connectors.0,30083,IEC_62196_T2,AC_3_PHASE,22000
30084.connectors.0,30084,IEC_62196_T3A,AC_1_PHASE,2300
30085.connectors.0,30085,IEC_62196_T2,AC_3_PHASE,22000
30086.connectors.0,30086,IEC_62196_T3A,AC_1_PHASE,2300
30087.connectors.0,30087,IEC_62196_T2,AC_3_PHASE,22000
30088.connectors.0,30088,IEC_62196_T3A,AC_1_PHASE,2300
30089.connectors.0,30089,IEC_62196_T2,AC_3_PHASE,17000
30090.connectors.0,30090,IEC_62196_T3A,AC_1_PHASE,2300
30091.connectors.0,30091,IEC_62196_T2,AC_3_PHASE,17000
30092.connectors.0,30092,IEC_62196_T3A,AC_1_PHASE,2300
30093.connectors.0,30093,IEC_62196_T2,AC_3_PHASE,17000
30094.connectors.0,30094,IEC_62196_T3A,AC_1_PHASE,2300
30095.connectors.0,30095,IEC_62196_T2,AC_3_PHASE,17000
30096.connectors.0,30096,IEC_62196_T3A,AC_1_PHASE,2300
30097.connectors.0,30097,IEC_62196_T2,AC_3_PHASE,22000
30098.connectors.0,30098,IEC_62196_T3A,AC_1_PHASE,2300
30099.connectors.0,30099,IEC_62196_T2,AC_3_PHASE,22000
30100.connectors.0,30100,IEC_62196_T3A,AC_1_PHASE,2300
30101.connectors.0,30101,IEC_62196_T2,AC_3_PHASE,22000
30102.connectors.0,30102,IEC_62196_T3A,AC_1_PHASE,2300
30103.connectors.0,30103,IEC_62196_T2,AC_3_PHASE,22000
30104.connectors.0,30104,IEC_62196_T3A,AC_1_PHASE,2300
30105.connectors.0,30105,IEC_62196_T2,AC_3_PHASE,22000
30106.connectors.0,30106,IEC_62196_T3A,AC_1_PHASE,2300
30107.connectors.0,30107,IEC_62196_T2,AC_3_PHASE,22000
30108.connectors.0,30108,IEC_62196_T3A,AC_1_PHASE,2300
30109.connectors.0,30109,IEC_62196_T2,AC_3_PHASE,22000
30110.connectors.0,30110,IEC_62196_T3A,AC_1_PHASE,2300
30111.connectors.0,30111,IEC_62196_T2,AC_3_PHASE,22000
30112.connectors.0,30112,IEC_62196_T3A,AC_1_PHASE,2300
30113.connectors.0,30113,IEC_62196_T2,AC_3_PHASE,22000
30114.connectors.0,30114,IEC_62196_T3A,AC_1_PHASE,2300
30115.connectors.0,30115,IEC_62196_T2,AC_3_PHASE,22000
30116.connectors.0,30116,IEC_62196_T3A,AC_1_PHASE,2300
30117.connectors.0,30117,IEC_62196_T2,AC_3_PHASE,22000
30118.connectors.0,30118,IEC_62196_T3A,AC_1_PHASE,2300
30119.connectors.0,30119,IEC_62196_T2,AC_3_PHASE,22000
30120.connectors.0,30120,IEC_62196_T3A,AC_1_PHASE,2300
30121.connectors.0,30121,IEC_62196_T2,AC_3_PHASE,22000
30122.connectors.0,30122,IEC_62196_T3A,AC_1_PHASE,2300
30123.connectors.0,30123,IEC_62196_T2,AC_3_PHASE,22000
30124.connectors.0,30124,IEC_62196_T3A,AC_1_PHASE,2300
30125.connectors.0,30125,IEC_62196_T2,AC_3_PHASE,17000
30126.connectors.0,30126,IEC_62196_T3A,AC_1_PHASE,2300
30127.connectors.0,30127,IEC_62196_T2,AC_3_PHASE,22000
30128.connectors.0,30128,IEC_62196_T3A,AC_1_PHASE,2300
30129.connectors.0,30129,IEC_62196_T2,AC_3_PHASE,22000
30130.connectors.0,30130,IEC_62196_T3A,AC_1_PHASE,2300
30131.connectors.0,30131,IEC_62196_T2,AC_3_PHASE,22000
30132.connectors.0,30132,IEC_62196_T3A,AC_1_PHASE,2300
30133.connectors.0,30133,IEC_62196_T2,AC_3_PHASE,22000
30134.connectors.0,30134,IEC_62196_T3A,AC_1_PHASE,2300
30135.connectors.0,30135,IEC_62196_T2,AC_3_PHASE,22000
30136.connectors.0,30136,IEC_62196_T3A,AC_1_PHASE,2300
30137.connectors.0,30137,IEC_62196_T2,AC_3_PHASE,22000
30138.connectors.0,30138,IEC_62196_T3A,AC_1_PHASE,2300
30139.connectors.0,30139,IEC_62196_T2,AC_3_PHASE,22000
30140.connectors.0,30140,IEC_62196_T3A,AC_1_PHASE,2300
30141.connectors.0,30141,IEC_62196_T2,AC_3_PHASE,22000
30142.connectors.0,30142,IEC_62196_T3A,AC_1_PHASE,2300
30143.connectors.0,30143,IEC_62196_T2,AC_3_PHASE,22000
30144.connectors.0,30144,IEC_62196_T3A,AC_1_PHASE,2300
30145.connectors.0,30145,IEC_62196_T2,AC_3_PHASE,22000
30146.connectors.0,30146,IEC_62196_T3A,AC_1_PHASE,2300
30147.connectors.0,30147,IEC_62196_T2,AC_3_PHASE,22000
30148.connectors.0,30148,IEC_62196_T3A,AC_1_PHASE,2300
30149.connectors.0,30149,IEC_62196_T2,AC_3_PHASE,22000
30150.connectors.0,30150,IEC_62196_T3A,AC_1_PHASE,2300
30151.connectors.0,30151,IEC_62196_T2,AC_3_PHASE,22000
30152.connectors.0,30152,IEC_62196_T3A,AC_1_PHASE,2300
30153.connectors.0,30153,IEC_62196_T2,AC_3_PHASE,22000
30154.connectors.0,30154,IEC_62196_T3A,AC_1_PHASE,2300
30155.connectors.0,30155,IEC_62196_T2,AC_3_PHASE,22000
30156.connectors.0,30156,IEC_62196_T3A,AC_1_PHASE,2300
30157.connectors.0,30157,IEC_62196_T2,AC_3_PHASE,22000
30158.connectors.0,30158,IEC_62196_T3A,AC_1_PHASE,2300
30159.connectors.0,30159,IEC_62196_T2,AC_1_PHASE,3000
30160.connectors.0,30160,IEC_62196_T3A,AC_1_PHASE,2300
30161.connectors.0,30161,IEC_62196_T2,AC_3_PHASE,22000
30162.connectors.0,30162,IEC_62196_T3A,AC_1_PHASE,2300
30163.connectors.0,30163,IEC_62196_T2,AC_3_PHASE,22000
30164.connectors.0,30164,IEC_62196_T3A,AC_1_PHASE,2300
30165.connectors.0,30165,IEC_62196_T2,AC_3_PHASE,22000
30166.connectors.0,30166,IEC_62196_T3A,AC_1_PHASE,2300
30167.connectors.0,30167,IEC_62196_T2,AC_3_PHASE,22000
30168.connectors.0,30168,IEC_62196_T3A,AC_1_PHASE,2300
30169.connectors.0,30169,IEC_62196_T2,AC_3_PHASE,22000
30170.connectors.0,30170,IEC_62196_T3A,AC_1_PHASE,2300
30171.connectors.0,30171,IEC_62196_T2,AC_3_PHASE,22000
30172.connectors.0,30172,IEC_62196_T3A,AC_1_PHASE,2300
30173.connectors.0,30173,IEC_62196_T2,AC_3_PHASE,22000
30174.connectors.0,30174,IEC_62196_T3A,AC_1_PHASE,2300
30175.connectors.0,30175,IEC_62196_T2,AC_3_PHASE,22000
30176.connectors.0,30176,IEC_62196_T3A,AC_1_PHASE,2300
30177.connectors.0,30177,IEC_62196_T2,AC_3_PHASE,22000
30178.connectors.0,30178,IEC_62196_T3A,AC_1_PHASE,2300
30179.connectors.0,30179,IEC_62196_T2,AC_3_PHASE,22000
30180.connectors.0,30180,IEC_62196_T3A,AC_1_PHASE,2300
30181.connectors.0,30181,IEC_62196_T2,AC_3_PHASE,22000
30182.connectors.0,30182,IEC_62196_T3A,AC_1_PHASE,2300
30183.connectors.0,30183,IEC_62196_T2,AC_3_PHASE,22000
30184.connectors.0,30184,IEC_62196_T3A,AC_1_PHASE,2300
30185.connectors.0,30185,IEC_62196_T2,AC_3_PHASE,22000
30186.connectors.0,30186,IEC_62196_T3A,AC_1_PHASE,2300
30187.connectors.0,30187,IEC_62196_T2,AC_3_PHASE,22000
30188.connectors.0,30188,IEC_62196_T3A,AC_1_PHASE,2300
30189.connectors.0,30189,IEC_62196_T2,AC_3_PHASE,22000
30190.connectors.0,30190,IEC_62196_T3A,AC_1_PHASE,2300
30191.connectors.0,30191,IEC_62196_T2,AC_1_PHASE,3000
30192.connectors.0,30192,IEC_62196_T3A,AC_1_PHASE,2300
30193.connectors.0,30193,IEC_62196_T2,AC_3_PHASE,22000
30194.connectors.0,30194,IEC_62196_T3A,AC_1_PHASE,2300
30195.connectors.0,30195,IEC_62196_T2,AC_3_PHASE,22000
30196.connectors.0,30196,IEC_62196_T3A,AC_1_PHASE,2300
30197.connectors.0,30197,IEC_62196_T2,AC_1_PHASE,2600
30198.connectors.0,30198,IEC_62196_T3A,AC_1_PHASE,2300
30199.connectors.0,30199,IEC_62196_T2,AC_1_PHASE,3000
30200.connectors.0,30200,IEC_62196_T3A,AC_1_PHASE,2300
30201.connectors.0,30201,IEC_62196_T2,AC_1_PHASE,3300
30202.connectors.0,30202,IEC_62196_T3A,AC_1_PHASE,2300
30203.connectors.0,30203,IEC_62196_T2,AC_1_PHASE,3000
30204.connectors.0,30204,IEC_62196_T3A,AC_1_PHASE,2300
30205.connectors.0,30205,IEC_62196_T2,AC_3_PHASE,22000
30206.connectors.0,30206,IEC_62196_T3A,AC_1_PHASE,2300
30207.connectors.0,30207,IEC_62196_T2,AC_3_PHASE,22000
30208.connectors.0,30208,IEC_62196_T3A,AC_1_PHASE,2300
30209.connectors.0,30209,IEC_62196_T2,AC_3_PHASE,22000
30210.connectors.0,30210,IEC_62196_T3A,AC_1_PHASE,2300
30211.connectors.0,30211,IEC_62196_T2,AC_3_PHASE,22000
30212.connectors.0,30212,IEC_62196_T3A,AC_1_PHASE,2300
30213.connectors.0,30213,IEC_62196_T2,AC_3_PHASE,22000
30214.connectors.0,30214,IEC_62196_T3A,AC_1_PHASE,2300
30215.connectors.0,30215,IEC_62196_T2,AC_3_PHASE,22000
30216.connectors.0,30216,IEC_62196_T3A,AC_1_PHASE,2300
30217.connectors.0,30217,IEC_62196_T2,AC_3_PHASE,22000
30218.connectors.0,30218,IEC_62196_T3A,AC_1_PHASE,2300
30219.connectors.0,30219,IEC_62196_T2,AC_3_PHASE,22000
30220.connectors.0,30220,IEC_62196_T3A,AC_1_PHASE,2300
30221.connectors.0,30221,IEC_62196_T2,AC_3_PHASE,22000
30222.connectors.0,30222,IEC_62196_T3A,AC_1_PHASE,2300
30223.connectors.0,30223,IEC_62196_T2,AC_3_PHASE,22000
30224.connectors.0,30224,IEC_62196_T3A,AC_1_PHASE,2300
30225.connectors.0,30225,IEC_62196_T2,AC_3_PHASE,22000
30226.connectors.0,30226,IEC_62196_T3A,AC_1_PHASE,2300
30227.connectors.0,30227,IEC_62196_T2,AC_3_PHASE,22000
30228.connectors.0,30228,IEC_62196_T3A,AC_1_PHASE,2300
30229.connectors.0,30229,IEC_62196_T2,AC_1_PHASE,3300
30230.connectors.0,30230,IEC_62196_T3A,AC_1_PHASE,2300
30231.connectors.0,30231,IEC_62196_T2,AC_3_PHASE,13000
30232.connectors.0,30232,IEC_62196_T3A,AC_1_PHASE,2300
30233.connectors.0,30233,IEC_62196_T2,AC_3_PHASE,22000
30234.connectors.0,30234,IEC_62196_T3A,AC_1_PHASE,2300
30235.connectors.0,30235,IEC_62196_T2,AC_3_PHASE,13000
30236.connectors.0,30236,IEC_62196_T3A,AC_1_PHASE,2300
30237.connectors.0,30237,IEC_62196_T2,AC_3_PHASE,22000
30238.connectors.0,30238,IEC_62196_T3A,AC_1_PHASE,2300
30239.connectors.0,30239,IEC_62196_T2,AC_3_PHASE,22000
30240.connectors.0,30240,IEC_62196_T3A,AC_1_PHASE,2300
30241.connectors.0,30241,IEC_62196_T2,AC_3_PHASE,22000
30242.connectors.0,30242,IEC_62196_T3A,AC_1_PHASE,2300
30243.connectors.0,30243,IEC_62196_T2,AC_3_PHASE,22000
30244.connectors.0,30244,IEC_62196_T3A,AC_1_PHASE,2300
30245.connectors.0,30245,IEC_62196_T2,AC_3_PHASE,22000
30246.connectors.0,30246,IEC_62196_T3A,AC_1_PHASE,2300
30247.connectors.0,30247,IEC_62196_T2,AC_3_PHASE,22000
30248.connectors.0,30248,IEC_62196_T3A,AC_1_PHASE,2300
30249.connectors.0,30249,IEC_62196_T2,AC_3_PHASE,22000
30250.connectors.0,30250,IEC_62196_T3A,AC_1_PHASE,2300
30251.connectors.0,30251,IEC_62196_T2,AC_3_PHASE,15000
30252.connectors.0,30252,IEC_62196_T3A,AC_1_PHASE,2300
30253.connectors.0,30253,IEC_62196_T2,AC_3_PHASE,22000
30254.connectors.0,30254,IEC_62196_T3A,AC_1_PHASE,2300
30255.connectors.0,30255,IEC_62196_T2,AC_3_PHASE,22000
30256.connectors.0,30256,IEC_62196_T2_COMBO,DC,15000
30257.connectors.0,30257,IEC_62196_T2_COMBO,DC,15000
30258.connectors.0,30258,IEC_62196_T2_COMBO,DC,15000
30259.connectors.0,30259,IEC_62196_T2_COMBO,DC,15000
30260.connectors.0,30260,IEC_62196_T2_COMBO,DC,15000
30261.connectors.0,30261,IEC_62196_T2_COMBO,DC,15000
30262.connectors.0,30262,IEC_62196_T2_COMBO,DC,15000
30263.connectors.0,30263,IEC_62196_T2_COMBO,DC,99000
30264.connectors.0,30264,IEC_62196_T2_COMBO,DC,99000
30265.connectors.0,30265,IEC_62196_T2_COMBO,DC,99000
30266.connectors.0,30266,IEC_62196_T2_COMBO,DC,99000
30267.connectors.0,30267,IEC_62196_T2_COMBO,DC,50000
30268.connectors.0,30268,IEC_62196_T2_COMBO,DC,50000
30269.connectors.0,30269,IEC_62196_T2_COMBO,DC,50000
30270.connectors.0,30270,IEC_62196_T2_COMBO,DC,50000
30271.connectors.0,30271,IEC_62196_T2_COMBO,DC,50000
30272.connectors.0,30272,IEC_62196_T2_COMBO,DC,50000
30273.connectors.0,30273,IEC_62196_T2_COMBO,DC,50000
30274.connectors.0,30274,IEC_62196_T2_COMBO,DC,50000
30275.connectors.0,30275,IEC_62196_T2_COMBO,DC,75000
30276.connectors.0,30276,CHADEMO,DC,62000
30277.connectors.0,30277,IEC_62196_T2,AC_3_PHASE,22000
30278.connectors.0,30278,IEC_62196_T2_COMBO,DC,75000
30279.connectors.0,30279,CHADEMO,DC,62000
30280.connectors.0,30280,IEC_62196_T2,AC_3_PHASE,22000
30281.connectors.0,30281,IEC_62196_T2_COMBO,DC,75000
30282.connectors.0,30282,CHADEMO,DC,62000
30283.connectors.0,30283,IEC_62196_T2,AC_3_PHASE,22000
30284.connectors.0,30284,IEC_62196_T2_COMBO,DC,75000
30285.connectors.0,30285,CHADEMO,DC,62000
30286.connectors.0,30286,IEC_62196_T2,AC_3_PHASE,22000
30287.connectors.0,30287,IEC_62196_T2_COMBO,DC,70000
30288.connectors.0,30288,CHADEMO,DC,62000
30289.connectors.0,30289,IEC_62196_T2,AC_3_PHASE,22000
30290.connectors.0,30290,IEC_62196_T2_COMBO,DC,75000
30291.connectors.0,30291,CHADEMO,DC,62000
30292.connectors.0,30292,IEC_62196_T2,AC_3_PHASE,22000
30293.connectors.0,30293,IEC_62196_T2_COMBO,DC,72000
30294.connectors.0,30294,CHADEMO,DC,62000
30295.connectors.0,30295,IEC_62196_T2,AC_3_PHASE,22000
30296.connectors.0,30296,IEC_62196_T2_COMBO,DC,75000
30297.connectors.0,30297,CHADEMO,DC,62000
30298.connectors.0,30298,IEC_62196_T2,AC_3_PHASE,22000
30299.connectors.0,30299,IEC_62196_T2_COMBO,DC,50000
30300.connectors.0,30300,CHADEMO,DC,50000
30301.connectors.0,30301,IEC_62196_T2,AC_3_PHASE,22000
30302.connectors.0,30302,IEC_62196_T2_COMBO,DC,75000
30303.connectors.0,30303,CHADEMO,DC,62000
30304.connectors.0,30304,IEC_62196_T2,AC_3_PHASE,22000
30305.connectors.0,30305,IEC_62196_T2_COMBO,DC,75000
30306.connectors.0,30306,CHADEMO,DC,62000
30307.connectors.0,30307,IEC_62196_T2,AC_3_PHASE,22000
30308.connectors.0,30308,IEC_62196_T2_COMBO,DC,75000
30309.connectors.0,30309,CHADEMO,DC,62000
30310.connectors.0,30310,IEC_62196_T2,AC_3_PHASE,22000
30311.connectors.0,30311,IEC_62196_T2_COMBO,DC,75000
30312.connectors.0,30312,CHADEMO,DC,62000
30313.connectors.0,30313,IEC_62196_T2,AC_3_PHASE,22000
30314.connectors.0,30314,IEC_62196_T2_COMBO,DC,50000
30315.connectors.0,30315,CHADEMO,DC,62000
30316.connectors.0,30316,IEC_62196_T2,AC_3_PHASE,22000
30317.connectors.0,30317,IEC_62196_T2_COMBO,DC,75000
30318.connectors.0,30318,CHADEMO,DC,62000
30319.connectors.0,30319,IEC_62196_T2,AC_3_PHASE,22000
30320.connectors.0,30320,IEC_62196_T2_COMBO,DC,75000
30321.connectors.0,30321,CHADEMO,DC,62000
30322.connectors.0,30322,IEC_62196_T2,AC_3_PHASE,22000
30323.connectors.0,30323,IEC_62196_T2_COMBO,DC,75000
30324.connectors.0,30324,CHADEMO,DC,62000
30325.connectors.0,30325,IEC_62196_T2,AC_3_PHASE,22000
30326.connectors.0,30326,IEC_62196_T2_COMBO,DC,75000
30327.connectors.0,30327,CHADEMO,DC,62000
30328.connectors.0,30328,IEC_62196_T2,AC_3_PHASE,22000
30329.connectors.0,30329,IEC_62196_T2_COMBO,DC,75000
30330.connectors.0,30330,CHADEMO,DC,62000
30331.connectors.0,30331,IEC_62196_T2,AC_3_PHASE,22000
30332.connectors.0,30332,IEC_62196_T2_COMBO,DC,75000
30333.connectors.0,30333,CHADEMO,DC,62000
30334.connectors.0,30334,IEC_62196_T2,AC_3_PHASE,22000
30335.connectors.0,30335,IEC_62196_T2_COMBO,DC,75000
30336.connectors.0,30336,CHADEMO,DC,62000
30337.connectors.0,30337,IEC_62196_T2,AC_3_PHASE,22000
30338.connectors.0,30338,IEC_62196_T2_COMBO,DC,75000
30339.connectors.0,30339,CHADEMO,DC,62000
30340.connectors.0,30340,IEC_62196_T2,AC_3_PHASE,22000
30341.connectors.0,30341,IEC_62196_T2_COMBO,DC,75000
30342.connectors.0,30342,CHADEMO,DC,62000
30343.connectors.0,30343,IEC_62196_T2,AC_3_PHASE,22000
30344.connectors.0,30344,IEC_62196_T2_COMBO,DC,75000
30345.connectors.0,30345,CHADEMO,DC,62000
30346.connectors.0,30346,IEC_62196_T2,AC_3_PHASE,22000
30347.connectors.0,30347,IEC_62196_T2_COMBO,DC,75000
30348.connectors.0,30348,CHADEMO,DC,62000
30349.connectors.0,30349,IEC_62196_T2,AC_3_PHASE,22000
30350.connectors.0,30350,IEC_62196_T2_COMBO,DC,75000
30351.connectors.0,30351,CHADEMO,DC,62000
30352.connectors.0,30352,IEC_62196_T2,AC_3_PHASE,22000
30353.connectors.0,30353,IEC_62196_T2_COMBO,DC,75000
30354.connectors.0,30354,CHADEMO,DC,62000
30355.connectors.0,30355,IEC_62196_T2,AC_3_PHASE,22000
30356.connectors.0,30356,IEC_62196_T2_COMBO,DC,75000
30357.connectors.0,30357,CHADEMO,DC,62000
30358.connectors.0,30358,IEC_62196_T2,AC_3_PHASE,22000
30359.connectors.0,30359,IEC_62196_T2_COMBO,DC,75000
30360.connectors.0,30360,CHADEMO,DC,62000
30361.connectors.0,30361,IEC_62196_T2,AC_3_PHASE,22000
30362.connectors.0,30362,IEC_62196_T2_COMBO,DC,75000
30363.connectors.0,30363,CHADEMO,DC,62000
30364.connectors.0,30364,IEC_62196_T2,AC_3_PHASE,22000
30365.connectors.0,30365,IEC_62196_T2_COMBO,DC,75000
30366.connectors.0,30366,CHADEMO,DC,62000
30367.connectors.0,30367,IEC_62196_T2,AC_3_PHASE,22000
30368.connectors.0,30368,IEC_62196_T2_COMBO,DC,75000
30369.connectors.0,30369,CHADEMO,DC,62000
30370.connectors.0,30370,IEC_62196_T2,AC_3_PHASE,22000
30371.connectors.0,30371,IEC_62196_T2_COMBO,DC,50000
30372.connectors.0,30372,CHADEMO,DC,50000
30373.connectors.0,30373,IEC_62196_T2,AC_3_PHASE,22000
30374.connectors.0,30374,IEC_62196_T2_COMBO,DC,75000
30375.connectors.0,30375,CHADEMO,DC,62000
30376.connectors.0,30376,IEC_62196_T2,AC_3_PHASE,22000
30377.connectors.0,30377,IEC_62196_T2_COMBO,DC,50000
30378.connectors.0,30378,CHADEMO,DC,50000
30379.connectors.0,30379,IEC_62196_T2,AC_3_PHASE,22000
30380.connectors.0,30380,IEC_62196_T2_COMBO,DC,50000
30381.connectors.0,30381,CHADEMO,DC,50000
30382.connectors.0,30382,IEC_62196_T2,AC_3_PHASE,22000
30383.connectors.0,30383,IEC_62196_T2_COMBO,DC,75000
30384.connectors.0,30384,CHADEMO,DC,62000
30385.connectors.0,30385,IEC_62196_T2,AC_3_PHASE,22000
30386.connectors.0,30386,IEC_62196_T2_COMBO,DC,70000
30387.connectors.0,30387,CHADEMO,DC,62000
30388.connectors.0,30388,IEC_62196_T2,AC_3_PHASE,22000
30389.connectors.0,30389,IEC_62196_T2_COMBO,DC,75000
30390.connectors.0,30390,CHADEMO,DC,62000
30391.connectors.0,30391,IEC_62196_T2,AC_3_PHASE,22000
30392.connectors.0,30392,IEC_62196_T2_COMBO,DC,75000
30393.connectors.0,30393,CHADEMO,DC,62000
30394.connectors.0,30394,IEC_62196_T2,AC_3_PHASE,22000
30395.connectors.0,30395,IEC_62196_T2_COMBO,DC,50000
30396.connectors.0,30396,CHADEMO,DC,50000
30397.connectors.0,30397,IEC_62196_T2,AC_3_PHASE,22000
30398.connectors.0,30398,IEC_62196_T2_COMBO,DC,75000
30399.connectors.0,30399,CHADEMO,DC,62000
30400.connectors.0,30400,IEC_62196_T2,AC_3_PHASE,22000
30401.connectors.0,30401,IEC_62196_T2_COMBO,DC,50000
30402.connectors.0,30402,CHADEMO,DC,50000
30403.connectors.0,30403,IEC_62196_T2,AC_3_PHASE,22000
30404.connectors.0,30404,IEC_62196_T2_COMBO,DC,75000
30405.connectors.0,30405,CHADEMO,DC,62000
30406.connectors.0,30406,IEC_62196_T2,AC_3_PHASE,22000
30407.connectors.0,30407,IEC_62196_T2_COMBO,DC,72000
30408.connectors.0,30408,CHADEMO,DC,62000
30409.connectors.0,30409,IEC_62196_T2,AC_3_PHASE,22000
30410.connectors.0,30410,IEC_62196_T2_COMBO,DC,72000
30411.connectors.0,30411,CHADEMO,DC,62000
30412.connectors.0,30412,IEC_62196_T2,AC_3_PHASE,22000
30413.connectors.0,30413,IEC_62196_T2_COMBO,DC,50000
30414.connectors.0,30414,CHADEMO,DC,50000
30415.connectors.0,30415,IEC_62196_T2,AC_3_PHASE,20000
30416.connectors.0,30416,IEC_62196_T2_COMBO,DC,72000
30417.connectors.0,30417,CHADEMO,DC,62000
30418.connectors.0,30418,IEC_62196_T2,AC_3_PHASE,22000
30419.connectors.0,30419,IEC_62196_T2_COMBO,DC,75000
30420.connectors.0,30420,CHADEMO,DC,62000
30421.connectors.0,30421,IEC_62196_T2,AC_3_PHASE,22000
30422.connectors.0,30422,IEC_62196_T2_COMBO,DC,75000
30423.connectors.0,30423,CHADEMO,DC,62000
30424.connectors.0,30424,IEC_62196_T2,AC_3_PHASE,22000
30425.connectors.0,30425,IEC_62196_T2_COMBO,DC,50000
30426.connectors.0,30426,CHADEMO,DC,50000
30427.connectors.0,30427,IEC_62196_T2,AC_3_PHASE,22000
30428.connectors.0,30428,IEC_62196_T2_COMBO,DC,75000
30429.connectors.0,30429,CHADEMO,DC,62000
30430.connectors.0,30430,IEC_62196_T2,AC_3_PHASE,22000
30431.connectors.0,30431,IEC_62196_T2_COMBO,DC,75000
30432.connectors.0,30432,CHADEMO,DC,62000
30433.connectors.0,30433,IEC_62196_T2,AC_3_PHASE,22000
30434.connectors.0,30434,IEC_62196_T2_COMBO,DC,75000
30435.connectors.0,30435,CHADEMO,DC,62000
30436.connectors.0,30436,IEC_62196_T2,AC_3_PHASE,22000
30437.connectors.0,30437,IEC_62196_T2_COMBO,DC,72000
30438.connectors.0,30438,CHADEMO,DC,62000
30439.connectors.0,30439,IEC_62196_T2,AC_3_PHASE,22000
30440.connectors.0,30440,IEC_62196_T2_COMBO,DC,75000
30441.connectors.0,30441,CHADEMO,DC,62000
30442.connectors.0,30442,IEC_62196_T2,AC_3_PHASE,22000
30443.connectors.0,30443,IEC_62196_T2_COMBO,DC,75000
30444.connectors.0,30444,CHADEMO,DC,62000
30445.connectors.0,30445,IEC_62196_T2,AC_3_PHASE,22000
30446.connectors.0,30446,IEC_62196_T2_COMBO,DC,75000
30447.connectors.0,30447,CHADEMO,DC,62000
30448.connectors.0,30448,IEC_62196_T2,AC_3_PHASE,22000
30449.connectors.0,30449,IEC_62196_T2_COMBO,DC,75000
30450.connectors.0,30450,CHADEMO,DC,62000
30451.connectors.0,30451,IEC_62196_T2,AC_3_PHASE,22000
30452.connectors.0,30452,IEC_62196_T2_COMBO,DC,75000
30453.connectors.0,30453,CHADEMO,DC,62000
30454.connectors.0,30454,IEC_62196_T2,AC_3_PHASE,22000
30455.connectors.0,30455,IEC_62196_T2_COMBO,DC,75000
30456.connectors.0,30456,CHADEMO,DC,62000
30457.connectors.0,30457,IEC_62196_T2,AC_3_PHASE,22000
30458.connectors.0,30458,IEC_62196_T2_COMBO,DC,72000
30459.connectors.0,30459,CHADEMO,DC,62000
30460.connectors.0,30460,IEC_62196_T2,AC_3_PHASE,22000
30461.connectors.0,30461,IEC_62196_T2_COMBO,DC,75000
30462.connectors.0,30462,CHADEMO,DC,62000
30463.connectors.0,30463,IEC_62196_T2,AC_3_PHASE,22000
30464.connectors.0,30464,IEC_62196_T2_COMBO,DC,72000
30465.connectors.0,30465,CHADEMO,DC,62000
30466.connectors.0,30466,IEC_62196_T2,AC_3_PHASE,22000
30467.connectors.0,30467,IEC_62196_T2_COMBO,DC,75000
30468.connectors.0,30468,CHADEMO,DC,62000
30469.connectors.0,30469,IEC_62196_T2,AC_3_PHASE,22000
30470.connectors.0,30470,IEC_62196_T2_COMBO,DC,75000
30471.connectors.0,30471,CHADEMO,DC,62000
30472.connectors.0,30472,IEC_62196_T2,AC_3_PHASE,22000
30473.connectors.0,30473,IEC_62196_T2_COMBO,DC,50000
30474.connectors.0,30474,CHADEMO,DC,50000
30475.connectors.0,30475,IEC_62196_T2,AC_3_PHASE,22000
30476.connectors.0,30476,IEC_62196_T2_COMBO,DC,75000
